fantrax_name,fantrax_team,rank,score,name,team,position,matchup count,Date
Tanguy Ndombele,TOT,169,802.7932616554938,Tanguy Ndombele,,M,256,2023-07-19
Thiago Nascimento,LIV,170,735.6274484941098,Thiago,,M,306,2023-07-19
Marc Cucurella,CHE,171,663.3220574913438,Marc Cucurella,,D,202,2023-07-19
Philip Billing,BOU,88,1442.8106974013353,Philip Billing,,M,559,2023-07-19
Jay Rodriguez,BUR,164,857.1933231954088,Jay Rodriguez,,F,128,2023-07-19
John McGinn,AVL,130,1103.0993696485277,John McGinn,,M,612,2023-07-19
Raphael Varane,MUN,153,940.4337985454756,Raphael Varane,,D,551,2023-07-19
Odsonne Edouard,CRY,151,961.3734918260536,Odsonne Edouard,,F,218,2023-07-19
Felipe Augusto de Almeida Monteiro,NOT,132,1086.9317556815663,Felipe,,D,263,2023-07-19
Iyenoma Destiny Udogie,TOT,133,1084.8026271776953,Destiny Udogie,,D,511,2023-07-19
John Stones,MCI,134,1074.216238111856,John Stones,,D,619,2023-07-19
Aaron Cresswell,WHU,135,1055.3151038492394,Aaron Cresswell,,D,498,2023-07-19
Danny Welbeck,BHA,136,1053.3955457481443,Danny Welbeck,,F,577,2023-07-19
Amadou Onana,EVE,137,1049.446135831382,Amadou Onana,,M,570,2023-07-19
Rodrigo Bentancur,TOT,138,1047.7290986755836,Rodrigo Bentancur,,M,536,2023-07-19
Yoane Wissa,BRF,139,1046.4431282017824,Yoane Wissa,,F,521,2023-07-19
Emerson Aparecido Leite de Souza Junior,TOT,152,957.4026810876517,Emerson Royal,,D,572,2023-07-19
Daniel Podence,WOL,140,1038.1103862096252,Daniel Podence,,F,587,2023-07-19
Ruben Santos Gato Alves Dias,MCI,142,1032.7724659769901,Ruben Dias,,D,585,2023-07-19
Serge Aurier,NOT,143,1021.5973452604463,Serge Aurier,,D,469,2023-07-19
Benoit Badiashile,CHE,144,1020.676896280891,Benoit Badiashile,,D,554,2023-07-19
Matty Cash,AVL,145,1019.5558192014003,Matty Cash,,D,482,2023-07-19
John Egan,SHU,146,1016.5039194874589,John Egan,,D,613,2023-07-19
Vladimir Coufal,WHU,147,1009.8011066233896,Vladimir Coufal,,D,521,2023-07-19
Lisandro Martinez,MUN,148,994.8281531624367,Lisandro Martinez,,D,544,2023-07-19
Cristian Romero,TOT,149,978.4530232066138,Cristian Romero,,D,576,2023-07-19
Manor Solomon,FUL,141,1037.6556936615052,Manor Solomon,,F,462,2023-07-19
Evan Ferguson,BHA,87,1452.5222836977814,Evan Ferguson,,F,549,2023-07-19
Josh Brownhill,BUR,86,1453.2643680140827,Josh Brownhill,,M,530,2023-07-19
Carlton Morris,LUT,85,1462.773603626751,Carlton Morris,,F,580,2023-07-19
Jarrod Bowen,WHU,24,2146.487557757366,Jarrod Bowen,,M,945,2023-07-19
Dwight McNeil,EVE,25,2133.8799475040696,Dwight McNeil,,M,968,2023-07-19
Pascal Gross,BHA,26,2119.127753608399,Pascal Gross,,M,920,2023-07-19
Luis Diaz,LIV,27,2102.8143973551328,Luis Diaz,,F,930,2023-07-19
Dominik Szoboszlai,LIV,28,2079.658024416932,Dominik Szoboszlai,,M,875,2023-07-19
Darwin Nunez,LIV,29,2075.6605760565217,Darwin Nunez,,F,782,2023-07-19
Dejan Kulusevski,TOT,30,2066.422670085752,Dejan Kulusevski,,M,818,2023-07-19
Lucas Paqueta,WHU,31,2056.629605311248,Lucas Paqueta,,M,774,2023-07-19
Christopher Nkunku,CHE,32,2055.7482951068578,Christopher Nkunku,,F,921,2023-07-19
Cody Gakpo,LIV,33,2016.3343198754426,Cody Gakpo,,F,745,2023-07-19
Reece James,CHE,34,1977.7630184748816,Reece James,,D,773,2023-07-19
Bryan Mbeumo,BRF,35,1973.3266317805533,Bryan Mbeumo,,F,749,2023-07-19
Andrew Robertson,LIV,36,1968.3999798504456,Andrew Robertson,,D,664,2023-07-19
Joelinton Cassio Apolinario de Lira,NEW,37,1962.9853277976413,Joelinton,,M,699,2023-07-19
Aleksandar Mitrovic,FUL,38,1960.058343283558,Aleksandar Mitrovic,,F,806,2023-07-19
Pervis Estupinan,BHA,39,1953.7495110388986,Pervis Estupinan,,D,709,2023-07-19
Ethan Pinnock,BRF,40,1933.5246785943766,Ethan Pinnock,,D,669,2023-07-19
Alexander Isak,NEW,23,2178.485204125252,Alexander Isak,,F,974,2023-07-19
Michael Olise,CRY,22,2213.0659285883685,Michael Olise,,M,914,2023-07-19
Morgan Gibbs-White,NOT,21,2226.861401424244,Morgan Gibbs-White,,M,952,2023-07-19
Ollie Watkins,AVL,20,2266.284813291053,Ollie Watkins,,F,940,2023-07-19
Bruno Miguel Borges Fernandes,MUN,2,3100.941367952149,Bruno Fernandes,,M,611,2023-07-19
Harry Kane,TOT,3,2951.104641638477,Harry Kane,,F,669,2023-07-19
Mohamed Ghaly,LIV,4,2875.380719136183,Mohamed Salah,,F,714,2023-07-19
Bukayo Saka,ARS,5,2865.482211424057,Bukayo Saka,,M,751,2023-07-19
Kevin De Bruyne,MCI,6,2844.377828521397,Kevin De Bruyne,,M,723,2023-07-19
Trent Alexander-Arnold,LIV,7,2694.268951543773,Trent Alexander-Arnold,,D,828,2023-07-19
Martin Odegaard,ARS,8,2656.164208538877,Martin Odegaard,,M,948,2023-07-19
Kieran Trippier,NEW,9,2596.7855055729397,Kieran Trippier,,D,926,2023-07-19
Alexis Mac Allister,LIV,41,1903.1833706228733,Alexis Mac Allister,,M,660,2023-07-19
Gabriel Jesus,ARS,10,2529.360894545578,Gabriel Jesus,,F,950,2023-07-19
Gabriel Silva,ARS,12,2486.467016609797,Gabriel Martinelli,,M,942,2023-07-19
Marcus Rashford,MUN,13,2468.7035565100423,Marcus Rashford,,F,998,2023-07-19
Heung Min Son,TOT,14,2440.0572722529905,Son Heung-Min,,F,932,2023-07-19
Phil Foden,MCI,15,2413.1455468710324,Phil Foden,,M,973,2023-07-19
Jack Grealish,MCI,16,2380.0925531508888,Jack Grealish,,M,984,2023-07-19
Kaoru Mitoma,BHA,17,2356.308418333444,Kaoru Mitoma,,M,914,2023-07-19
Eberechi Eze,CRY,18,2312.5202799201365,Eberechi Eze,,M,915,2023-07-19
Solly March,BHA,19,2301.8370196097612,Solly March,,M,987,2023-07-19
James Maddison,TOT,11,2503.722962677023,James Maddison,,M,946,2023-07-19
Luke Shaw,MUN,42,1879.7866488914385,Luke Shaw,,D,701,2023-07-19
Erling Haaland,MCI,1,3169.2637751601924,Erling Haaland,,F,615,2023-07-19
Pedro Porro,TOT,44,1861.3083692231921,Pedro Porro,,D,641,2023-07-19
Willian,FUL,67,1632.7157042540891,Willian,,F,681,2023-07-19
Jose Diogo Dalot Teixeira,MUN,68,1612.9897349082403,Diogo Dalot,,D,661,2023-07-19
Declan Rice,ARS,69,1603.821296423333,Declan Rice,,M,660,2023-07-19
Douglas Luiz Soares de Paulo,AVL,70,1571.845726961271,Douglas Luiz,,M,667,2023-07-19
Hamed Traore,BOU,71,1568.0677533666485,Hamed Traore,,M,614,2023-07-19
Ivan Toney,BRF,72,1564.19760603974,Ivan Toney,,F,630,2023-07-19
Antony Matheus dos Santos,MUN,73,1553.7304797468612,Antony,,F,659,2023-07-19
Leandro Trossard,ARS,75,1530.8666381259286,Leandro Trossard,,M,642,2023-07-19
Alexandre Moreno Lopera,AVL,66,1634.3595796528007,Alex Moreno,,D,647,2023-07-19
Riyad Mahrez,MCI,76,1529.7438543110584,Riyad Mahrez,,F,610,2023-07-19
Youri Tielemans,AVL,78,1517.788971667061,Youri Tielemans,,M,629,2023-07-19
Joe Willock,NEW,79,1501.2814308539078,Joe Willock,,M,609,2023-07-19
Jadon Sancho,MUN,80,1485.5832650438529,Jadon Sancho,,M,623,2023-07-19
Dango Ouattara,BOU,81,1477.4958632620733,Dango Ouattara,,F,648,2023-07-19
Miguel Almiron,NEW,82,1476.7363418745856,Miguel Almiron,,M,551,2023-07-19
Bernardo Mota Veiga de Carvalho e Silva,MCI,83,1476.6531996741553,Bernardo Silva,,M,576,2023-07-19
Dominic Solanke,BOU,84,1471.7185880344705,Dominic Solanke,,F,569,2023-07-19
Mason Mount,MUN,43,1870.8326177687118,Mason Mount,,M,776,2023-07-19
Noni Madueke,CHE,77,1521.779135924959,Noni Madueke,,F,564,2023-07-19
Julio Enciso,BHA,65,1636.9219693162024,Julio Enciso,,F,663,2023-07-19
Iliman Ndiaye,SHU,74,1544.1918674213541,Iliman Ndiaye,,M,565,2023-07-19
Casemiro,MUN,63,1663.4404375532092,Casemiro,,M,662,2023-07-19
Allan Saint-Maximin,NEW,64,1650.714844002125,Allan Saint-Maximin,,M,649,2023-07-19
Diogo Jose Teixeira da Silva,LIV,46,1847.3061548929447,Diogo Jota,,F,753,2023-07-19
Andreas Hugo Hoelgebaum Pereira,FUL,47,1846.9352826094448,Andreas Pereira,,M,655,2023-07-19
James Tarkowski,EVE,48,1845.399853813926,James Tarkowski,,D,648,2023-07-19
Fabian Schar,NEW,49,1844.0303554038285,Fabian Schar,,D,659,2023-07-19
Raheem Sterling,CHE,50,1842.7296364425424,Raheem Sterling,,F,678,2023-07-19
Alex Iwobi,EVE,52,1818.051510296587,Alex Iwobi,,M,658,2023-07-19
Virgil van Dijk,LIV,53,1814.01273373978,Virgil van Dijk,,D,648,2023-07-19
Julian Alvarez,MCI,54,1779.0273718491405,Julian Alvarez,,F,616,2023-07-19
Kai Havertz,ARS,51,1837.6732433060815,Kai Havertz,,F,665,2023-07-19
Said Benrahma,WHU,45,1857.3193641784976,Said Benrahma,,M,662,2023-07-19
Bruno Moura,NEW,55,1777.4362555977848,Bruno Guimaraes,,M,653,2023-07-19
Jacob Ramsey,AVL,61,1671.7670217233215,Jacob Ramsey,,M,699,2023-07-19
Callum Wilson,NEW,60,1683.551740651764,Callum Wilson,,F,683,2023-07-19
Marcus Tavernier,BOU,59,1695.5421677425006,Marcus Tavernier,,M,673,2023-07-19
Joao Pedro Junqueira de Jesus,BHA,62,1664.8268503794745,Joao Pedro,,F,641,2023-07-19
Ben Mee,BRF,57,1719.6023861104638,Ben Mee,,D,665,2023-07-19
Ben Chilwell,CHE,56,1761.5181028882944,Ben Chilwell,,D,667,2023-07-19
Rodrigo Hernandez Cascante,MCI,58,1709.2258315124914,Rodri,,M,673,2023-07-19
Conor Gallagher,CHE,117,1210.1769262792554,Conor Gallagher,,M,603,2023-07-20
Tomas Soucek,WHU,111,1236.57094171452,Tomas Soucek,,M,650,2023-07-20
Leon Bailey,AVL,112,1228.6862154586145,Leon Bailey,,F,629,2023-07-20
Aaron Wan-Bissaka,MUN,113,1223.2329809992382,Aaron Wan-Bissaka,,D,611,2023-07-20
Christian Norgaard,BRF,114,1222.1881274184225,Christian Norgaard,,M,638,2023-07-20
Oleksandr Zinchenko,ARS,115,1221.7261841667805,Oleksandr Zinchenko,,D,630,2023-07-20
Ibrahima Konate,LIV,116,1219.1531814830562,Ibrahima Konate,,D,622,2023-07-20
Christian Eriksen,MUN,118,1209.7889954128173,Christian Eriksen,,M,617,2023-07-20
Iyenoma Destiny Udogie,TOT,127,1147.4951582738952,Destiny Udogie,,D,554,2023-07-20
Emiliano Buendia,AVL,120,1198.2074964240278,Emiliano Buendia,,M,597,2023-07-20
Taiwo Awoniyi,NOT,121,1183.9549455196445,Taiwo Awoniyi,,F,549,2023-07-20
Enzo Fernandez,CHE,122,1171.3965471348472,Enzo Fernandez,,M,630,2023-07-20
Gabriel Magalhaes,ARS,123,1168.991760334123,Gabriel Magalhaes,,D,600,2023-07-20
Kevin Schade,BRF,124,1168.7947903702952,Kevin Schade,,M,629,2023-07-20
Felipe Augusto de Almeida Monteiro,NOT,125,1161.1682381003325,Felipe,,D,305,2023-07-20
Anel Ahmedhodzic,SHU,126,1153.6833084788975,Anel Ahmedhodzic,,D,631,2023-07-20
Alfie Doughty,LUT,110,1237.7796788889275,Alfie Doughty,,M,634,2023-07-20
Ivan Perisic,TOT,119,1207.4544024966115,Ivan Perisic,,M,613,2023-07-20
Sven Botman,NEW,109,1259.937843530687,Sven Botman,,D,615,2023-07-20
Philip Billing,BOU,89,1404.2019950954302,Philip Billing,,M,605,2023-07-20
Abdoulaye Doucoure,EVE,107,1273.106454966066,Abdoulaye Doucoure,,M,620,2023-07-20
Serge Aurier,NOT,128,1127.705516193627,Serge Aurier,,D,518,2023-07-20
Wilfried Zaha,CRY,90,1400.2930729976565,Wilfried Zaha,,F,603,2023-07-20
Dominic Solanke,BOU,91,1393.9946519616724,Dominic Solanke,,F,616,2023-07-20
Harry Wilson,FUL,92,1385.72736182763,Harry Wilson,,M,648,2023-07-20
Brennan Johnson,NOT,93,1377.3147276126401,Brennan Johnson,,F,593,2023-07-20
Moises Caicedo,BHA,94,1376.1906650944848,Moises Caicedo,,M,590,2023-07-20
Sandro Tonali,NEW,95,1375.1976511780865,Sandro Tonali,,M,601,2023-07-20
Mathias Jensen,BRF,96,1369.0586711712974,Mathias Jensen,,M,571,2023-07-20
Demarai Gray,EVE,108,1262.578797378677,Demarai Gray,,M,635,2023-07-20
Oliver McBurnie,SHU,97,1346.7270354791792,Oliver McBurnie,,F,616,2023-07-20
Dan Burn,NEW,99,1321.1089155104482,Dan Burn,,D,628,2023-07-20
Kenny Tete,FUL,100,1312.1102793086834,Kenny Tete,,D,612,2023-07-20
Oliver Norwood,SHU,101,1311.3196768476914,Oliver Norwood,,M,608,2023-07-20
Anass Zaroury,BUR,102,1307.6647794982935,Anass Zaroury,,M,629,2023-07-20
Michael Keane,EVE,103,1301.729027815785,Michael Keane,,D,651,2023-07-20
Mykhailo Mudryk,CHE,104,1294.3146222606367,Mykhailo Mudryk,,M,576,2023-07-20
Richarlison Andrade,TOT,105,1283.2136624018806,Richarlison,,F,623,2023-07-20
Justin Kluivert,BOU,106,1280.8905463565466,Justin Kluivert,,M,631,2023-07-20
Carlton Morris,LUT,98,1334.9775663762305,Carlton Morris,,F,621,2023-07-20
Yoane Wissa,BRF,129,1123.7662495684658,Yoane Wissa,,F,560,2023-07-20
Vladimir Coufal,WHU,150,951.629144791778,Vladimir Coufal,,D,572,2023-07-20
Danny Welbeck,BHA,131,1110.2927354349954,Danny Welbeck,,F,625,2023-07-20
Facundo Buonanotte,BHA,155,907.6799181595272,Facundo Buonanotte,,M,424,2023-07-20
Matt Targett,NEW,156,906.1160943826284,Matt Targett,,D,344,2023-07-20
Levi Colwill,CHE,157,906.0297409817047,Levi Colwill,,D,424,2023-07-20
Malo Gusto,CHE,158,897.9823878569557,Malo Gusto,,D,256,2023-07-20
Charlie Taylor,BUR,159,895.4667152725779,Charlie Taylor,,D,526,2023-07-20
Raphael Varane,MUN,160,886.6976039477343,Raphael Varane,,D,590,2023-07-20
Armando Broja,CHE,161,876.9479377420688,Armando Broja,,F,208,2023-07-20
Mateo Kovacic,MCI,162,870.6913431855849,Mateo Kovacic,,M,572,2023-07-20
Lisandro Martinez,MUN,154,927.0774852224921,Lisandro Martinez,,D,589,2023-07-20
Neco Williams,NOT,163,863.4687080359572,Neco Williams,,D,468,2023-07-20
Jay Rodriguez,BUR,165,849.4203051679567,Jay Rodriguez,,F,151,2023-07-20
Sasa Kalajdzic,WOL,166,838.9510397729405,Sasa Kalajdzic,,F,529,2023-07-20
Nathan Ake,MCI,167,835.8620797481633,Nathan Ake,,D,457,2023-07-20
Wesley Fofana,CHE,168,834.7047928476932,Wesley Fofana,,D,588,2023-07-20
Tanguy Ndombele,TOT,169,834.3318924886755,Tanguy Ndombele,,M,266,2023-07-20
Thiago Nascimento,LIV,170,746.466986106132,Thiago,,M,307,2023-07-20
Marc Cucurella,CHE,171,743.3919111252296,Marc Cucurella,,D,217,2023-07-20
Riyad Mahrez,MCI,88,1407.3674662165258,Riyad Mahrez,,F,658,2023-07-20
Jurrien Timber,ARS,164,854.8972107214058,Jurrien Timber,,D,548,2023-07-20
Antonee Robinson,FUL,130,1115.3883540596264,Antonee Robinson,,D,628,2023-07-20
Alejandro Garnacho Ferreyra,MUN,153,929.6398069994887,Alejandro Garnacho Ferreyra,,M,574,2023-07-20
Anthony Martial,MUN,151,945.2258861566046,Anthony Martial,,F,498,2023-07-20
Pedro Neto,WOL,132,1103.4210532663976,Pedro Neto,,F,611,2023-07-20
John Egan,SHU,133,1098.011414259394,John Egan,,D,655,2023-07-20
Aaron Cresswell,WHU,134,1095.8794748351306,Aaron Cresswell,,D,545,2023-07-20
Benoit Badiashile,CHE,135,1094.8640079996603,Benoit Badiashile,,D,599,2023-07-20
Tom Lockyer,LUT,136,1094.0330961505283,Tom Lockyer,,D,565,2023-07-20
Anthony Gordon,NEW,137,1087.4709706294864,Anthony Gordon,,M,615,2023-07-20
Ben White,ARS,138,1060.1108491373614,Ben White,,D,634,2023-07-20
Ruben Santos Gato Alves Dias,MCI,139,1050.5620721620414,Ruben Dias,,D,627,2023-07-20
Curtis Jones,LIV,152,943.7567594225167,Curtis Jones,,M,603,2023-07-20
John Stones,MCI,140,1040.5344441018808,John Stones,,D,662,2023-07-20
Rodrigo Bentancur,TOT,142,1037.5155956564556,Rodrigo Bentancur,,M,585,2023-07-20
John McGinn,AVL,143,1035.256056169771,John McGinn,,M,653,2023-07-20
Matty Cash,AVL,144,1035.0254004047122,Matty Cash,,D,532,2023-07-20
Manor Solomon,FUL,145,1027.4471776618236,Manor Solomon,,F,506,2023-07-20
Cristian Romero,TOT,146,1019.4523924938092,Cristian Romero,,D,618,2023-07-20
Odsonne Edouard,CRY,147,995.4631824079396,Odsonne Edouard,,F,267,2023-07-20
Amadou Onana,EVE,148,993.9268419610053,Amadou Onana,,M,612,2023-07-20
Emerson Aparecido Leite de Souza Junior,TOT,149,958.6007709529221,Emerson Royal,,D,612,2023-07-20
Daniel Podence,WOL,141,1037.9558565209577,Daniel Podence,,F,630,2023-07-20
Dominic Calvert-Lewin,EVE,86,1430.9500248519842,Dominic Calvert-Lewin,,F,670,2023-07-20
Benson Manuel,BUR,87,1427.3597877199775,Benson Manuel,,M,658,2023-07-20
Miguel Almiron,NEW,85,1461.3292797800061,Miguel Almiron,,M,598,2023-07-20
Michael Olise,CRY,24,2161.0177001281368,Michael Olise,,M,991,2023-07-20
Jarrod Bowen,WHU,25,2135.3619161660904,Jarrod Bowen,,M,1017,2023-07-20
Luis Diaz,LIV,26,2098.2837570751863,Luis Diaz,,F,1003,2023-07-20
Christopher Nkunku,CHE,27,2084.397127272292,Christopher Nkunku,,F,976,2023-07-20
Pascal Gross,BHA,28,2071.97003595447,Pascal Gross,,M,991,2023-07-20
Dejan Kulusevski,TOT,29,2069.6000353517525,Dejan Kulusevski,,M,873,2023-07-20
Reece James,CHE,30,2031.1751157591625,Reece James,,D,838,2023-07-20
Dominik Szoboszlai,LIV,31,1993.436304134153,Dominik Szoboszlai,,M,945,2023-07-20
Darwin Nunez,LIV,32,1992.2774951503009,Darwin Nunez,,F,853,2023-07-20
Lucas Paqueta,WHU,33,1989.6747799867853,Lucas Paqueta,,M,829,2023-07-20
Ethan Pinnock,BRF,34,1979.3359911921843,Ethan Pinnock,,D,714,2023-07-20
Aleksandar Mitrovic,FUL,35,1977.9429389544025,Aleksandar Mitrovic,,F,866,2023-07-20
Bryan Mbeumo,BRF,36,1977.7697448005802,Bryan Mbeumo,,F,802,2023-07-20
Cody Gakpo,LIV,37,1972.4680754139304,Cody Gakpo,,F,797,2023-07-20
Luke Shaw,MUN,38,1961.2245595097293,Luke Shaw,,D,755,2023-07-20
Joelinton Cassio Apolinario de Lira,NEW,39,1956.4089641955768,Joelinton,,M,755,2023-07-20
Pervis Estupinan,BHA,40,1946.8677481026934,Pervis Estupinan,,D,763,2023-07-20
Alexander Isak,NEW,23,2204.5008725904136,Alexander Isak,,F,1046,2023-07-20
Ollie Watkins,AVL,21,2223.5245212129307,Ollie Watkins,,F,1017,2023-07-20
Dwight McNeil,EVE,20,2243.7660835672064,Dwight McNeil,,M,1032,2023-07-20
Eberechi Eze,CRY,19,2254.6144302578077,Eberechi Eze,,M,996,2023-07-20
Erling Haaland,MCI,1,3189.5429780243585,Erling Haaland,,F,660,2023-07-20
Bruno Miguel Borges Fernandes,MUN,2,3176.436311113785,Bruno Fernandes,,M,662,2023-07-20
Harry Kane,TOT,3,2914.7888174344776,Harry Kane,,F,714,2023-07-20
Mohamed Ghaly,LIV,4,2903.176707886824,Mohamed Salah,,F,769,2023-07-20
Kevin De Bruyne,MCI,5,2860.8892358880553,Kevin De Bruyne,,M,780,2023-07-20
Bukayo Saka,ARS,6,2841.0626554310884,Bukayo Saka,,M,805,2023-07-20
Trent Alexander-Arnold,LIV,7,2735.912855696617,Trent Alexander-Arnold,,D,886,2023-07-20
Martin Odegaard,ARS,8,2675.445291806853,Martin Odegaard,,M,1003,2023-07-20
Pedro Porro,TOT,41,1946.1789592769135,Pedro Porro,,D,683,2023-07-20
Kieran Trippier,NEW,9,2663.899155055652,Kieran Trippier,,D,993,2023-07-20
James Maddison,TOT,11,2501.5986355261703,James Maddison,,M,1017,2023-07-20
Gabriel Silva,ARS,12,2472.8778217316017,Gabriel Martinelli,,M,1005,2023-07-20
Marcus Rashford,MUN,13,2465.9322029031587,Marcus Rashford,,F,1069,2023-07-20
Phil Foden,MCI,14,2447.912521797359,Phil Foden,,M,1054,2023-07-20
Heung Min Son,TOT,15,2364.8294580030833,Son Heung-Min,,F,1009,2023-07-20
Kaoru Mitoma,BHA,16,2356.7968902831385,Kaoru Mitoma,,M,985,2023-07-20
Solly March,BHA,17,2345.0775917713368,Solly March,,M,1059,2023-07-20
Jack Grealish,MCI,18,2311.5876389375517,Jack Grealish,,M,1056,2023-07-20
Gabriel Jesus,ARS,10,2559.681734599465,Gabriel Jesus,,F,1024,2023-07-20
James Tarkowski,EVE,42,1892.1513359080732,James Tarkowski,,D,695,2023-07-20
Morgan Gibbs-White,NOT,22,2218.736478216676,Morgan Gibbs-White,,M,1030,2023-07-20
Diogo Jose Teixeira da Silva,LIV,44,1887.2269561941596,Diogo Jota,,F,808,2023-07-20
Noni Madueke,CHE,67,1598.9643023900846,Noni Madueke,,F,611,2023-07-20
Ivan Toney,BRF,68,1580.2539073032538,Ivan Toney,,F,681,2023-07-20
Antony Matheus dos Santos,MUN,69,1573.6750050790035,Antony,,F,709,2023-07-20
Hamed Traore,BOU,70,1567.8547714630704,Hamed Traore,,M,662,2023-07-20
Jacob Ramsey,AVL,71,1560.6574996629627,Jacob Ramsey,,M,758,2023-07-20
Joe Willock,NEW,72,1551.6722773064114,Joe Willock,,M,659,2023-07-20
Leandro Trossard,ARS,73,1548.3200435103595,Leandro Trossard,,M,693,2023-07-20
Allan Saint-Maximin,NEW,74,1542.5095737019585,Allan Saint-Maximin,,M,716,2023-07-20
Rodrigo Hernandez Cascante,MCI,66,1609.7428416939938,Rodri,,M,724,2023-07-20
Jadon Sancho,MUN,75,1535.0745285513003,Jadon Sancho,,M,669,2023-07-20
Douglas Luiz Soares de Paulo,AVL,77,1523.3409708472077,Douglas Luiz,,M,717,2023-07-20
Declan Rice,ARS,78,1515.8126899376666,Declan Rice,,M,712,2023-07-20
Iliman Ndiaye,SHU,79,1512.8766121879294,Iliman Ndiaye,,M,630,2023-07-20
Evan Ferguson,BHA,80,1506.999716717935,Evan Ferguson,,F,599,2023-07-20
Josh Brownhill,BUR,81,1501.5243377417826,Josh Brownhill,,M,569,2023-07-20
Youri Tielemans,AVL,82,1497.519911154696,Youri Tielemans,,M,674,2023-07-20
Dango Ouattara,BOU,83,1487.7447042719532,Dango Ouattara,,F,690,2023-07-20
Andrew Robertson,LIV,43,1888.9202801408987,Andrew Robertson,,D,712,2023-07-20
Bernardo Mota Veiga de Carvalho e Silva,MCI,76,1529.9607043069032,Bernardo Silva,,M,619,2023-07-20
Casemiro,MUN,65,1639.8521585509045,Casemiro,,M,713,2023-07-20
Nicolas Jackson,CHE,84,1471.1515999756743,Nicolas Jackson,,F,606,2023-07-20
Ben Chilwell,CHE,45,1884.5382519984187,Ben Chilwell,,D,714,2023-07-20
Said Benrahma,WHU,46,1871.3151005032505,Said Benrahma,,M,717,2023-07-20
Andreas Hugo Hoelgebaum Pereira,FUL,47,1870.9885646866721,Andreas Pereira,,M,708,2023-07-20
Alex Iwobi,EVE,48,1850.6056636217716,Alex Iwobi,,M,711,2023-07-20
Raheem Sterling,CHE,49,1850.2859168127213,Raheem Sterling,,F,723,2023-07-20
Mason Mount,MUN,50,1827.2285064421976,Mason Mount,,M,818,2023-07-20
Bruno Moura,NEW,64,1648.7915148033871,Bruno Guimaraes,,M,711,2023-07-20
Alexis Mac Allister,LIV,52,1770.3216929126559,Alexis Mac Allister,,M,704,2023-07-20
Julian Alvarez,MCI,53,1765.6121932385136,Julian Alvarez,,F,668,2023-07-20
Ben Mee,BRF,54,1761.9646977867644,Ben Mee,,D,720,2023-07-20
Fabian Schar,NEW,51,1774.916366282557,Fabian Schar,,D,705,2023-07-20
Callum Wilson,NEW,56,1740.7559209386914,Callum Wilson,,F,746,2023-07-20
Willian,FUL,57,1720.4131640623218,Willian,,F,735,2023-07-20
Marcus Tavernier,BOU,58,1704.6170969660282,Marcus Tavernier,,M,723,2023-07-20
Kai Havertz,ARS,59,1700.735347098271,Kai Havertz,,F,717,2023-07-20
Alexandre Moreno Lopera,AVL,60,1684.0145202242036,Alex Moreno,,D,705,2023-07-20
Joao Pedro Junqueira de Jesus,BHA,61,1662.9368593140466,Joao Pedro,,F,686,2023-07-20
Jose Diogo Dalot Teixeira,MUN,62,1656.9869435243445,Diogo Dalot,,D,718,2023-07-20
Julio Enciso,BHA,63,1656.355362142617,Julio Enciso,,F,707,2023-07-20
Virgil van Dijk,LIV,55,1757.6938101422788,Virgil van Dijk,,D,701,2023-07-20
Ivan Perisic,TOT,118,1202.709186254901,Ivan Perisic,,M,638,2023-07-21
Ibrahima Konate,LIV,117,1217.8857669531924,Ibrahima Konate,,D,649,2023-07-21
Aaron Wan-Bissaka,MUN,116,1221.668412267622,Aaron Wan-Bissaka,,D,629,2023-07-21
Anass Zaroury,BUR,112,1240.3825351071132,Anass Zaroury,,M,656,2023-07-21
Tomas Soucek,WHU,114,1231.7853622047173,Tomas Soucek,,M,675,2023-07-21
Conor Gallagher,CHE,113,1236.736259729758,Conor Gallagher,,M,637,2023-07-21
Christian Norgaard,BRF,115,1226.2283528553767,Christian Norgaard,,M,667,2023-07-21
Taiwo Awoniyi,NOT,119,1200.6464294574455,Taiwo Awoniyi,,F,579,2023-07-21
Anel Ahmedhodzic,SHU,129,1138.2745324276038,Anel Ahmedhodzic,,D,661,2023-07-21
Felipe Augusto de Almeida Monteiro,NOT,121,1189.7234293693598,Felipe,,D,330,2023-07-21
Christian Eriksen,MUN,122,1188.3857842382126,Christian Eriksen,,M,635,2023-07-21
Enzo Fernandez,CHE,123,1186.2253499407511,Enzo Fernandez,,M,661,2023-07-21
Pedro Neto,WOL,124,1178.454111220441,Pedro Neto,,F,634,2023-07-21
Gabriel Magalhaes,ARS,125,1178.2550472097944,Gabriel Magalhaes,,D,632,2023-07-21
Emiliano Buendia,AVL,126,1172.6086543343401,Emiliano Buendia,,M,625,2023-07-21
Leon Bailey,AVL,127,1169.6450258004304,Leon Bailey,,F,649,2023-07-21
Serge Aurier,NOT,128,1153.3727070876525,Serge Aurier,,D,541,2023-07-21
Dan Burn,NEW,111,1261.630322216474,Dan Burn,,D,655,2023-07-21
Kevin Schade,BRF,120,1200.2773952572754,Kevin Schade,,M,657,2023-07-21
Richarlison Andrade,TOT,110,1265.11939863213,Richarlison,,F,643,2023-07-21
Wilfried Zaha,CRY,99,1328.766523701181,Wilfried Zaha,,F,627,2023-07-21
Demarai Gray,EVE,108,1274.1534497930513,Demarai Gray,,M,660,2023-07-21
