fantrax_name,fantrax_team,rank,score,name,team,position,matchup count,Date
Mykhailo Mudryk,CHE,88,1482.7875151054673,Mykhailo Mudryk,,M,205,2023-07-12
Wilfried Zaha,CRY,86,1494.7264347815942,Wilfried Zaha,,F,223,2023-07-12
Noni Madueke,CHE,87,1492.3529724264324,Noni Madueke,,F,229,2023-07-12
Dan Burn,NEW,105,1307.3772747509006,Dan Burn,,D,242,2023-07-12
Carlton Morris,LUT,106,1293.5845578938302,Carlton Morris,,F,231,2023-07-12
Aaron Wan-Bissaka,MUN,104,1329.0010274225133,Aaron Wan-Bissaka,,D,227,2023-07-12
Pedro Neto,WOL,118,1191.289539171276,Pedro Neto,,F,226,2023-07-12
Harry Wilson,FUL,124,1102.3104725327444,Harry Wilson,,M,249,2023-07-12
John Egan,SHU,123,1131.188165515487,John Egan,,D,250,2023-07-12
Ibrahima Konate,LIV,122,1142.9660369496278,Ibrahima Konate,,D,223,2023-07-12
Conor Gallagher,CHE,121,1157.0981095249945,Conor Gallagher,,M,230,2023-07-12
Justin Kluivert,BOU,120,1179.7058440498026,Justin Kluivert,,M,237,2023-07-12
Anthony Gordon,NEW,119,1189.221462903666,Anthony Gordon,,M,237,2023-07-12
Oleksandr Zinchenko,ARS,107,1263.3884319174222,Oleksandr Zinchenko,,D,246,2023-07-12
Gabriel Magalhaes,ARS,117,1193.5285325093955,Gabriel Magalhaes,,D,215,2023-07-12
Iliman Ndiaye,SHU,116,1193.8342697308772,Iliman Ndiaye,,M,215,2023-07-12
Emiliano Buendia,AVL,115,1204.5002346217348,Emiliano Buendia,,M,217,2023-07-12
Alfie Doughty,LUT,114,1213.827519220068,Alfie Doughty,,M,248,2023-07-12
John McGinn,AVL,113,1218.4246154101425,John McGinn,,M,254,2023-07-12
Enzo Fernandez,CHE,112,1233.3696191011875,Enzo Fernandez,,M,229,2023-07-12
Benoit Badiashile,CHE,111,1240.5859568376186,Benoit Badiashile,,D,214,2023-07-12
Oliver Norwood,SHU,110,1244.6723914178585,Oliver Norwood,,M,233,2023-07-12
Demarai Gray,EVE,109,1248.0483671777706,Demarai Gray,,M,238,2023-07-12
Richarlison Andrade,TOT,108,1258.163973605825,Richarlison,,F,225,2023-07-12
Josh Brownhill,BUR,125,1086.9200366002356,Josh Brownhill,,M,206,2023-07-12
Richarlison Andrade,TOT,116,1202.84468727712,Richarlison,,F,295,2023-07-13
Josh Brownhill,BUR,117,1202.2989667233714,Josh Brownhill,,M,285,2023-07-13
Oliver Norwood,SHU,115,1208.210204258847,Oliver Norwood,,M,313,2023-07-13
Iliman Ndiaye,SHU,112,1237.7390473858547,Iliman Ndiaye,,M,286,2023-07-13
Taiwo Awoniyi,NOT,113,1235.2889229532464,Taiwo Awoniyi,,F,237,2023-07-13
Pedro Neto,WOL,118,1186.297121488956,Pedro Neto,,F,303,2023-07-13
Ivan Perisic,TOT,114,1223.3428345934872,Ivan Perisic,,M,318,2023-07-13
Harry Wilson,FUL,119,1184.5769540881427,Harry Wilson,,M,333,2023-07-13
Kenny Tete,FUL,90,1465.3018476055904,Kenny Tete,,D,315,2023-07-13
John McGinn,AVL,121,1177.4485910749752,John McGinn,,M,329,2023-07-13
Benoit Badiashile,CHE,122,1147.0312356362856,Benoit Badiashile,,D,293,2023-07-13
Gabriel Magalhaes,ARS,123,1141.4897170951106,Gabriel Magalhaes,,D,295,2023-07-13
Anass Zaroury,BUR,124,1125.7259527959109,Anass Zaroury,,M,305,2023-07-13
Ibrahima Konate,LIV,125,1125.0308828245804,Ibrahima Konate,,D,299,2023-07-13
Conor Gallagher,CHE,126,1100.7545750577392,Conor Gallagher,,M,313,2023-07-13
Aaron Wan-Bissaka,MUN,111,1242.8033223085647,Aaron Wan-Bissaka,,D,301,2023-07-13
Kevin Schade,BRF,127,1074.2565880814893,Kevin Schade,,M,325,2023-07-13
Anthony Gordon,NEW,120,1183.724383698494,Anthony Gordon,,M,313,2023-07-13
Emiliano Buendia,AVL,110,1246.0630730108494,Emiliano Buendia,,M,292,2023-07-13
Abdoulaye Doucoure,EVE,91,1454.4797852310776,Abdoulaye Doucoure,,M,299,2023-07-13
Demarai Gray,EVE,108,1268.1235828295858,Demarai Gray,,M,319,2023-07-13
Rodrigo Bentancur,TOT,128,1064.5023815673273,Rodrigo Bentancur,,M,271,2023-07-13
Dominic Calvert-Lewin,EVE,89,1470.541804410816,Dominic Calvert-Lewin,,F,365,2023-07-13
Philip Billing,BOU,92,1453.7754493442635,Philip Billing,,M,316,2023-07-13
Carlton Morris,LUT,93,1425.153610817637,Carlton Morris,,F,317,2023-07-13
Michael Keane,EVE,94,1417.5482468043454,Michael Keane,,D,317,2023-07-13
Tomas Soucek,WHU,95,1390.511933450934,Tomas Soucek,,M,319,2023-07-13
Nicolas Jackson,CHE,96,1388.6078653949994,Nicolas Jackson,,F,308,2023-07-13
Brennan Johnson,NOT,97,1384.2298937264086,Brennan Johnson,,F,287,2023-07-13
Oleksandr Zinchenko,ARS,109,1259.7778005289986,Oleksandr Zinchenko,,D,336,2023-07-13
Dan Burn,NEW,98,1382.899602692276,Dan Burn,,D,323,2023-07-13
Moises Caicedo,BHA,100,1367.1514705306658,Moises Caicedo,,M,302,2023-07-13
Sven Botman,NEW,101,1365.0151104890276,Sven Botman,,D,300,2023-07-13
Bernardo Mota Veiga de Carvalho e Silva,MCI,102,1354.7402525381376,Bernardo Silva,,M,320,2023-07-13
Christian Eriksen,MUN,103,1310.0329024447553,Christian Eriksen,,M,312,2023-07-13
Justin Kluivert,BOU,104,1278.4183993409315,Justin Kluivert,,M,327,2023-07-13
Enzo Fernandez,CHE,105,1277.401539633882,Enzo Fernandez,,M,313,2023-07-13
Alfie Doughty,LUT,106,1273.5770798088618,Alfie Doughty,,M,325,2023-07-13
Christian Norgaard,BRF,107,1268.168025143922,Christian Norgaard,,M,309,2023-07-13
Oliver McBurnie,SHU,99,1376.2448152892432,Oliver McBurnie,,F,316,2023-07-13
Felipe Augusto de Almeida Monteiro,NOT,129,1047.0,Felipe,,D,0,2023-07-13
Odsonne Edouard,CRY,169,661.2858451809046,Odsonne Edouard,,F,98,2023-07-13
Anel Ahmedhodzic,SHU,131,1039.7730248120615,Anel Ahmedhodzic,,D,325,2023-07-13
Lisandro Martinez,MUN,154,847.9979942192223,Lisandro Martinez,,D,295,2023-07-13
Levi Colwill,CHE,155,839.7586028073848,Levi Colwill,,D,186,2023-07-13
Curtis Jones,LIV,156,839.5484317320131,Curtis Jones,,M,301,2023-07-13
Sasa Kalajdzic,WOL,157,838.4487923572711,Sasa Kalajdzic,,F,317,2023-07-13
Raphael Varane,MUN,158,831.1053764253501,Raphael Varane,,D,298,2023-07-13
Matty Cash,AVL,159,823.4019104585501,Matty Cash,,D,255,2023-07-13
Jay Rodriguez,BUR,160,800.0,Jay Rodriguez,,F,0,2023-07-13
Charlie Taylor,BUR,161,795.9299037911518,Charlie Taylor,,D,265,2023-07-13
Nathan Ake,MCI,153,857.6493395458564,Nathan Ake,,D,209,2023-07-13
Neco Williams,NOT,162,789.6194546598675,Neco Williams,,D,230,2023-07-13
Anthony Martial,MUN,164,750.6125204830155,Anthony Martial,,F,265,2023-07-13
Armando Broja,CHE,165,750.0,Armando Broja,,F,0,2023-07-13
Marc Cucurella,CHE,166,703.3647890316574,Marc Cucurella,,D,98,2023-07-13
Facundo Buonanotte,BHA,167,681.9039865106322,Facundo Buonanotte,,M,223,2023-07-13
Thiago Nascimento,LIV,168,675.9853143572899,Thiago,,M,238,2023-07-13
Matt Targett,NEW,170,625.745285996691,Matt Targett,,D,245,2023-07-13
Tanguy Ndombele,TOT,171,587.9083738634647,Tanguy Ndombele,,M,169,2023-07-13
Miguel Almiron,NEW,88,1477.412982121658,Miguel Almiron,,M,292,2023-07-13
Vladimir Coufal,WHU,163,773.0045124256128,Vladimir Coufal,,D,294,2023-07-13
Antonee Robinson,FUL,130,1045.668405601485,Antonee Robinson,,D,323,2023-07-13
Jurrien Timber,ARS,152,861.8245519850605,Jurrien Timber,,D,261,2023-07-13
Malo Gusto,CHE,150,880.0,Malo Gusto,,D,0,2023-07-13
Ben White,ARS,132,1032.0327911412862,Ben White,,D,318,2023-07-13
John Stones,MCI,133,1027.665546646693,John Stones,,D,323,2023-07-13
Wesley Fofana,CHE,134,1025.4371603436523,Wesley Fofana,,D,313,2023-07-13
Leon Bailey,AVL,135,1007.8137636706383,Leon Bailey,,F,323,2023-07-13
Iyenoma Destiny Udogie,TOT,136,980.9807150562468,Destiny Udogie,,D,242,2023-07-13
John Egan,SHU,137,976.101927189422,John Egan,,D,342,2023-07-13
Yoane Wissa,BRF,138,971.3124790695178,Yoane Wissa,,F,242,2023-07-13
Aaron Cresswell,WHU,139,951.1069316920077,Aaron Cresswell,,D,268,2023-07-13
Manor Solomon,FUL,151,877.0632414025822,Manor Solomon,,F,198,2023-07-13
Danny Welbeck,BHA,140,949.2825741565676,Danny Welbeck,,F,311,2023-07-13
Daniel Podence,WOL,142,932.8806767954873,Daniel Podence,,F,313,2023-07-13
Amadou Onana,EVE,143,923.7871799083484,Amadou Onana,,M,308,2023-07-13
Alejandro Garnacho Ferreyra,MUN,144,906.3911194983743,Alejandro Garnacho Ferreyra,,M,313,2023-07-13
Mateo Kovacic,MCI,145,904.0179722361423,Mateo Kovacic,,M,312,2023-07-13
Tom Lockyer,LUT,146,894.583333149837,Tom Lockyer,,D,255,2023-07-13
Ruben Santos Gato Alves Dias,MCI,147,893.785285641855,Ruben Dias,,D,305,2023-07-13
Emerson Aparecido Leite de Souza Junior,TOT,148,893.1977189926033,Emerson Royal,,D,312,2023-07-13
Serge Aurier,NOT,149,883.1650350615189,Serge Aurier,,D,208,2023-07-13
Cristian Romero,TOT,141,936.0676056660969,Cristian Romero,,D,322,2023-07-13
Mykhailo Mudryk,CHE,87,1486.6400864337675,Mykhailo Mudryk,,M,278,2023-07-13
Ben Chilwell,CHE,45,1959.129615029928,Ben Chilwell,,D,344,2023-07-13
Noni Madueke,CHE,85,1498.9883900359848,Noni Madueke,,F,306,2023-07-13
Luis Diaz,LIV,23,2194.020610432773,Luis Diaz,,F,504,2023-07-13
Jarrod Bowen,WHU,24,2192.7267876250644,Jarrod Bowen,,M,520,2023-07-13
Dwight McNeil,EVE,25,2190.170278719955,Dwight McNeil,,M,546,2023-07-13
Alexander Isak,NEW,26,2175.6267393631633,Alexander Isak,,F,549,2023-07-13
Dominik Szoboszlai,LIV,27,2142.8571672788353,Dominik Szoboszlai,,M,457,2023-07-13
Cody Gakpo,LIV,28,2129.1513170083585,Cody Gakpo,,F,397,2023-07-13
Michael Olise,CRY,29,2107.224374438911,Michael Olise,,M,497,2023-07-13
Lucas Paqueta,WHU,30,2099.7170543635652,Lucas Paqueta,,M,376,2023-07-13
Reece James,CHE,31,2098.3635914046126,Reece James,,D,459,2023-07-13
Bryan Mbeumo,BRF,32,2096.67278125385,Bryan Mbeumo,,F,383,2023-07-13
Aleksandar Mitrovic,FUL,33,2082.8608535425824,Aleksandar Mitrovic,,F,500,2023-07-13
Pascal Gross,BHA,34,2076.9804241937554,Pascal Gross,,M,528,2023-07-13
Darwin Nunez,LIV,35,2073.7979868866273,Darwin Nunez,,F,423,2023-07-13
Dejan Kulusevski,TOT,36,2063.521444432165,Dejan Kulusevski,,M,452,2023-07-13
Pervis Estupinan,BHA,37,2026.3175483133325,Pervis Estupinan,,D,367,2023-07-13
Mason Mount,MUN,38,2022.8629912296103,Mason Mount,,M,477,2023-07-13
Pedro Porro,TOT,39,2021.3034150137091,Pedro Porro,,D,340,2023-07-13
Christopher Nkunku,CHE,21,2226.483776590649,Christopher Nkunku,,F,535,2023-07-13
Morgan Gibbs-White,NOT,20,2292.2056227801945,Morgan Gibbs-White,,M,533,2023-07-13
Solly March,BHA,19,2292.672577454938,Solly March,,M,557,2023-07-13
Jack Grealish,MCI,18,2337.814739862552,Jack Grealish,,M,562,2023-07-13
Wilfried Zaha,CRY,86,1497.2045554635733,Wilfried Zaha,,F,297,2023-07-13
Erling Haaland,MCI,1,3036.441667383985,Erling Haaland,,F,347,2023-07-13
Bruno Miguel Borges Fernandes,MUN,2,2931.7624912656074,Bruno Fernandes,,M,344,2023-07-13
Harry Kane,TOT,3,2857.931105425825,Harry Kane,,F,380,2023-07-13
Mohamed Ghaly,LIV,4,2808.761421195769,Mohamed Salah,,F,405,2023-07-13
Bukayo Saka,ARS,5,2730.6764688143053,Bukayo Saka,,M,423,2023-07-13
Trent Alexander-Arnold,LIV,6,2697.746428149848,Trent Alexander-Arnold,,D,465,2023-07-13
Kevin De Bruyne,MCI,7,2650.811539176517,Kevin De Bruyne,,M,402,2023-07-13
Alex Iwobi,EVE,40,2016.0496999812792,Alex Iwobi,,M,356,2023-07-13
Martin Odegaard,ARS,8,2544.3725182791627,Martin Odegaard,,M,539,2023-07-13
Gabriel Jesus,ARS,10,2513.4615895600086,Gabriel Jesus,,F,526,2023-07-13
Gabriel Silva,ARS,11,2510.991828495474,Gabriel Martinelli,,M,536,2023-07-13
James Maddison,TOT,12,2452.071123776568,James Maddison,,M,529,2023-07-13
Heung Min Son,TOT,13,2435.873276766619,Son Heung-Min,,F,520,2023-07-13
Marcus Rashford,MUN,14,2379.9154115817637,Marcus Rashford,,F,577,2023-07-13
Kaoru Mitoma,BHA,15,2359.745283622241,Kaoru Mitoma,,M,534,2023-07-13
Eberechi Eze,CRY,16,2359.4435741615216,Eberechi Eze,,M,504,2023-07-13
Phil Foden,MCI,17,2340.215179639629,Phil Foden,,M,546,2023-07-13
Kieran Trippier,NEW,9,2531.3014371643662,Kieran Trippier,,D,547,2023-07-13
Luke Shaw,MUN,41,2003.569088598876,Luke Shaw,,D,387,2023-07-13
Ollie Watkins,AVL,22,2213.755523898916,Ollie Watkins,,F,535,2023-07-13
Joelinton Cassio Apolinario de Lira,NEW,43,1988.3561172104862,Joelinton,,M,387,2023-07-13
Alexandre Moreno Lopera,AVL,67,1671.9584699895502,Alex Moreno,,D,335,2023-07-13
Declan Rice,ARS,68,1666.6509450627236,Declan Rice,,M,365,2023-07-13
Joe Willock,NEW,69,1658.6261011632794,Joe Willock,,M,326,2023-07-13
Youri Tielemans,AVL,70,1657.817243998652,Youri Tielemans,,M,355,2023-07-13
Willian,FUL,71,1648.934184357501,Willian,,F,373,2023-07-13
Leandro Trossard,ARS,72,1640.7240119051569,Leandro Trossard,,M,362,2023-07-13
Benson Manuel,BUR,73,1624.5136845101922,Benson Manuel,,M,318,2023-07-13
Allan Saint-Maximin,NEW,74,1622.3642946177774,Allan Saint-Maximin,,M,351,2023-07-13
Antony Matheus dos Santos,MUN,66,1680.1916756869243,Antony,,F,367,2023-07-13
Ivan Toney,BRF,75,1614.0352760300486,Ivan Toney,,F,332,2023-07-13
Dango Ouattara,BOU,77,1610.004326808016,Dango Ouattara,,F,368,2023-07-13
Douglas Luiz Soares de Paulo,AVL,78,1598.3624063761913,Douglas Luiz,,M,374,2023-07-13
Jadon Sancho,MUN,79,1594.706627237222,Jadon Sancho,,M,351,2023-07-13
Joao Pedro Junqueira de Jesus,BHA,80,1593.2134213921534,Joao Pedro,,F,313,2023-07-13
Mathias Jensen,BRF,81,1539.20818498357,Mathias Jensen,,M,274,2023-07-13
Dominic Solanke,BOU,82,1528.1876092729474,Dominic Solanke,,F,294,2023-07-13
Sandro Tonali,NEW,83,1524.8606013998954,Sandro Tonali,,M,303,2023-07-13
Ethan Pinnock,BRF,42,2003.1652392074984,Ethan Pinnock,,D,350,2023-07-13
Riyad Mahrez,MCI,76,1612.5677899898365,Riyad Mahrez,,F,300,2023-07-13
Jacob Ramsey,AVL,65,1693.8863756928934,Jacob Ramsey,,M,373,2023-07-13
Evan Ferguson,BHA,84,1507.7403621595993,Evan Ferguson,,F,305,2023-07-13
Julian Alvarez,MCI,63,1743.5376307627016,Julian Alvarez,,F,319,2023-07-13
Hamed Traore,BOU,64,1697.310320424321,Hamed Traore,,M,333,2023-07-13
Andrew Robertson,LIV,46,1955.670810066241,Andrew Robertson,,D,370,2023-07-13
James Tarkowski,EVE,47,1947.4056293448466,James Tarkowski,,D,366,2023-07-13
Alexis Mac Allister,LIV,48,1937.6398897692245,Alexis Mac Allister,,M,360,2023-07-13
Fabian Schar,NEW,49,1936.3108567147683,Fabian Schar,,D,340,2023-07-13
Andreas Hugo Hoelgebaum Pereira,FUL,50,1928.0985646637089,Andreas Pereira,,M,372,2023-07-13
Raheem Sterling,CHE,51,1901.039067147056,Raheem Sterling,,F,348,2023-07-13
Diogo Jose Teixeira da Silva,LIV,52,1892.5390435583984,Diogo Jota,,F,397,2023-07-13
Said Benrahma,WHU,53,1866.5012686846023,Said Benrahma,,M,369,2023-07-13
Kai Havertz,ARS,44,1963.9255372634748,Kai Havertz,,F,360,2023-07-13
Julio Enciso,BHA,55,1840.648443744446,Julio Enciso,,F,344,2023-07-13
Virgil van Dijk,LIV,56,1838.2756760518437,Virgil van Dijk,,D,329,2023-07-13
Bruno Moura,NEW,57,1824.8173766461716,Bruno Guimaraes,,M,356,2023-07-13
Jose Diogo Dalot Teixeira,MUN,58,1820.6903015655414,Diogo Dalot,,D,364,2023-07-13
Ben Mee,BRF,59,1807.4377517770467,Ben Mee,,D,379,2023-07-13
Marcus Tavernier,BOU,60,1782.654749918683,Marcus Tavernier,,M,365,2023-07-13
Callum Wilson,NEW,61,1764.6073452577634,Callum Wilson,,F,346,2023-07-13
Rodrigo Hernandez Cascante,MCI,62,1754.0977586941085,Rodri,,M,368,2023-07-13
Casemiro,MUN,54,1844.852791756559,Casemiro,,M,373,2023-07-13
Emiliano Buendia,AVL,115,1233.9512562625775,Emiliano Buendia,,M,331,2023-07-14
Richarlison Andrade,TOT,114,1240.8263598247415,Richarlison,,F,329,2023-07-14
Alfie Doughty,LUT,110,1253.8712619058,Alfie Doughty,,M,356,2023-07-14
Taiwo Awoniyi,NOT,112,1250.9820189369293,Taiwo Awoniyi,,F,266,2023-07-14
Oleksandr Zinchenko,ARS,111,1253.5701893290766,Oleksandr Zinchenko,,D,363,2023-07-14
Ibrahima Konate,LIV,126,1082.1059931249165,Ibrahima Konate,,D,341,2023-07-14
Aaron Wan-Bissaka,MUN,113,1242.0427628607215,Aaron Wan-Bissaka,,D,326,2023-07-14
Ivan Perisic,TOT,116,1233.4616356958431,Ivan Perisic,,M,344,2023-07-14
Anass Zaroury,BUR,121,1156.7125345445156,Anass Zaroury,,M,338,2023-07-14
Oliver Norwood,SHU,118,1204.3962736698309,Oliver Norwood,,M,336,2023-07-14
Gabriel Magalhaes,ARS,119,1174.4766166080146,Gabriel Magalhaes,,D,327,2023-07-14
Anthony Gordon,NEW,120,1168.725300327629,Anthony Gordon,,M,351,2023-07-14
Conor Gallagher,CHE,122,1142.8434739562574,Conor Gallagher,,M,349,2023-07-14
Rodrigo Bentancur,TOT,123,1134.2949992345846,Rodrigo Bentancur,,M,300,2023-07-14
John McGinn,AVL,124,1125.6688121997065,John McGinn,,M,367,2023-07-14
Pedro Neto,WOL,125,1123.7918916758592,Pedro Neto,,F,338,2023-07-14
Christian Norgaard,BRF,109,1257.2340586207092,Christian Norgaard,,M,344,2023-07-14
Enzo Fernandez,CHE,117,1228.2245434458266,Enzo Fernandez,,M,346,2023-07-14
Josh Brownhill,BUR,108,1260.3066654899574,Josh Brownhill,,M,316,2023-07-14
Dominic Calvert-Lewin,EVE,98,1397.0342978130918,Dominic Calvert-Lewin,,F,397,2023-07-14
Demarai Gray,EVE,106,1281.0450687638229,Demarai Gray,,M,354,2023-07-14
Benoit Badiashile,CHE,127,1070.451836641388,Benoit Badiashile,,D,326,2023-07-14
Kenny Tete,FUL,88,1468.1992893694423,Kenny Tete,,D,349,2023-07-14
Mykhailo Mudryk,CHE,89,1464.2111430900482,Mykhailo Mudryk,,M,302,2023-07-14
Abdoulaye Doucoure,EVE,90,1429.9374535675122,Abdoulaye Doucoure,,M,342,2023-07-14
Philip Billing,BOU,91,1429.094552229485,Philip Billing,,M,340,2023-07-14
Tomas Soucek,WHU,92,1419.6718826653366,Tomas Soucek,,M,365,2023-07-14
Brennan Johnson,NOT,93,1414.8798464985782,Brennan Johnson,,F,320,2023-07-14
Carlton Morris,LUT,94,1406.1907787921136,Carlton Morris,,F,344,2023-07-14
Harry Wilson,FUL,107,1268.2639838606474,Harry Wilson,,M,375,2023-07-14
Dan Burn,NEW,95,1405.1531933288122,Dan Burn,,D,346,2023-07-14
Michael Keane,EVE,97,1400.3983971806344,Michael Keane,,D,361,2023-07-14
Nicolas Jackson,CHE,99,1380.8914694461587,Nicolas Jackson,,F,336,2023-07-14
Oliver McBurnie,SHU,100,1373.3668194303045,Oliver McBurnie,,F,351,2023-07-14
Bernardo Mota Veiga de Carvalho e Silva,MCI,101,1364.0211719920069,Bernardo Silva,,M,350,2023-07-14
Sven Botman,NEW,102,1332.3867284339565,Sven Botman,,D,331,2023-07-14
Iliman Ndiaye,SHU,103,1314.8691059051905,Iliman Ndiaye,,M,317,2023-07-14
Christian Eriksen,MUN,104,1305.083084396685,Christian Eriksen,,M,348,2023-07-14
Justin Kluivert,BOU,105,1286.2372438203695,Justin Kluivert,,M,355,2023-07-14
Moises Caicedo,BHA,96,1400.6552679923363,Moises Caicedo,,M,330,2023-07-14
John Stones,MCI,128,1056.0840297890447,John Stones,,D,355,2023-07-14
Sandro Tonali,NEW,87,1488.8372185918818,Sandro Tonali,,M,331,2023-07-14
Kevin Schade,BRF,130,1050.734553335932,Kevin Schade,,M,356,2023-07-14
Malo Gusto,CHE,154,852.9603216175383,Malo Gusto,,D,14,2023-07-14
Nathan Ake,MCI,155,851.6557565807715,Nathan Ake,,D,243,2023-07-14
Alejandro Garnacho Ferreyra,MUN,156,845.4524767832387,Alejandro Garnacho Ferreyra,,M,339,2023-07-14
Charlie Taylor,BUR,157,826.3430437335846,Charlie Taylor,,D,291,2023-07-14
Anthony Martial,MUN,158,822.9408191781126,Anthony Martial,,F,288,2023-07-14
Raphael Varane,MUN,159,822.8320226624155,Raphael Varane,,D,325,2023-07-14
Matty Cash,AVL,160,816.8554645060277,Matty Cash,,D,280,2023-07-14
Jay Rodriguez,BUR,161,811.0799426839138,Jay Rodriguez,,F,15,2023-07-14
Lisandro Martinez,MUN,153,857.6489713080783,Lisandro Martinez,,D,321,2023-07-14
Sasa Kalajdzic,WOL,162,785.6212849742276,Sasa Kalajdzic,,F,341,2023-07-14
Neco Williams,NOT,164,775.0643405188329,Neco Williams,,D,254,2023-07-14
Vladimir Coufal,WHU,165,754.9563262704198,Vladimir Coufal,,D,313,2023-07-14
Thiago Nascimento,LIV,166,711.8126365440272,Thiago,,M,250,2023-07-14
Facundo Buonanotte,BHA,167,707.5008254352289,Facundo Buonanotte,,M,238,2023-07-14
Odsonne Edouard,CRY,168,694.6779904804077,Odsonne Edouard,,F,108,2023-07-14
Marc Cucurella,CHE,169,684.4591256812198,Marc Cucurella,,D,108,2023-07-14
Matt Targett,NEW,170,626.3935488945643,Matt Targett,,D,256,2023-07-14
Tanguy Ndombele,TOT,171,613.8530427829172,Tanguy Ndombele,,M,179,2023-07-14
Armando Broja,CHE,163,780.0907907711968,Armando Broja,,F,13,2023-07-14
Antonee Robinson,FUL,129,1050.8752489492658,Antonee Robinson,,D,351,2023-07-14
Levi Colwill,CHE,152,863.9029309847567,Levi Colwill,,D,214,2023-07-14
Ruben Santos Gato Alves Dias,MCI,150,869.0139300396762,Ruben Dias,,D,326,2023-07-14
Felipe Augusto de Almeida Monteiro,NOT,131,1044.8797835048751,Felipe,,D,19,2023-07-14
Anel Ahmedhodzic,SHU,133,1038.1190724803987,Anel Ahmedhodzic,,D,352,2023-07-14
Ben White,ARS,134,1027.202676681145,Ben White,,D,356,2023-07-14
John Egan,SHU,135,997.9186666491144,John Egan,,D,377,2023-07-14
Iyenoma Destiny Udogie,TOT,136,997.3452043690609,Destiny Udogie,,D,274,2023-07-14
Wesley Fofana,CHE,137,986.2321552305536,Wesley Fofana,,D,356,2023-07-14
Aaron Cresswell,WHU,138,980.8834096043356,Aaron Cresswell,,D,291,2023-07-14
Danny Welbeck,BHA,139,950.4424509556771,Danny Welbeck,,F,351,2023-07-14
Jurrien Timber,ARS,151,868.8866758619928,Jurrien Timber,,D,287,2023-07-14
Tom Lockyer,LUT,140,940.7680100781586,Tom Lockyer,,D,290,2023-07-14
Yoane Wissa,BRF,142,928.1658248996864,Yoane Wissa,,F,279,2023-07-14
Cristian Romero,TOT,143,926.4724413095503,Cristian Romero,,D,359,2023-07-14
Serge Aurier,NOT,144,917.7086700941437,Serge Aurier,,D,235,2023-07-14
Manor Solomon,FUL,145,912.4520268068144,Manor Solomon,,F,228,2023-07-14
Daniel Podence,WOL,146,912.4198736424927,Daniel Podence,,F,339,2023-07-14
Amadou Onana,EVE,147,903.4745531298444,Amadou Onana,,M,343,2023-07-14
Emerson Aparecido Leite de Souza Junior,TOT,148,884.2269286597375,Emerson Royal,,D,343,2023-07-14
Curtis Jones,LIV,149,874.1658447690698,Curtis Jones,,M,328,2023-07-14
Mateo Kovacic,MCI,141,933.7178132060916,Mateo Kovacic,,M,332,2023-07-14
Mathias Jensen,BRF,86,1509.5671238431091,Mathias Jensen,,M,300,2023-07-14
Leon Bailey,AVL,132,1044.6621330751927,Leon Bailey,,F,354,2023-07-14
Wilfried Zaha,CRY,84,1517.4468777122934,Wilfried Zaha,,F,326,2023-07-14
Dwight McNeil,EVE,23,2195.2613385178743,Dwight McNeil,,M,605,2023-07-14
Alexander Isak,NEW,24,2194.015434653381,Alexander Isak,,F,590,2023-07-14
Jarrod Bowen,WHU,25,2193.1454168391947,Jarrod Bowen,,M,577,2023-07-14
Michael Olise,CRY,26,2186.8184571718334,Michael Olise,,M,543,2023-07-14
Lucas Paqueta,WHU,27,2145.572365941085,Lucas Paqueta,,M,423,2023-07-14
Pascal Gross,BHA,28,2127.904378729281,Pascal Gross,,M,557,2023-07-14
Luis Diaz,LIV,29,2108.2117141224235,Luis Diaz,,F,564,2023-07-14
Bryan Mbeumo,BRF,30,2098.4510839559707,Bryan Mbeumo,,F,437,2023-07-14
Dominik Szoboszlai,LIV,31,2067.1506917786032,Dominik Szoboszlai,,M,512,2023-07-14
Aleksandar Mitrovic,FUL,32,2059.7255952267487,Aleksandar Mitrovic,,F,551,2023-07-14
Reece James,CHE,33,2058.706252344988,Reece James,,D,495,2023-07-14
Luke Shaw,MUN,34,2054.204332435594,Luke Shaw,,D,424,2023-07-14
Dejan Kulusevski,TOT,35,2043.0648162365287,Dejan Kulusevski,,M,492,2023-07-14
Pedro Porro,TOT,36,2037.1333130952087,Pedro Porro,,D,370,2023-07-14
Darwin Nunez,LIV,37,2026.86904348992,Darwin Nunez,,F,457,2023-07-14
Pervis Estupinan,BHA,38,2016.690369107308,Pervis Estupinan,,D,402,2023-07-14
Said Benrahma,WHU,39,2013.6443293501325,Said Benrahma,,M,412,2023-07-14
