fantrax_name,fantrax_team,rank,score,name,team,position,matchup count,Date
Jurrien Timber,ARS,165,938.0688839843202,Jurrien Timber,,D,607,2023-07-24
Charlie Taylor,BUR,167,929.2715622879788,Charlie Taylor,,D,596,2023-07-24
Sasa Kalajdzic,WOL,168,926.7905091050787,Sasa Kalajdzic,,F,587,2023-07-24
Nathan Ake,MCI,169,889.6411859733165,Nathan Ake,,D,493,2023-07-24
Armando Broja,CHE,170,877.5086296912823,Armando Broja,,F,267,2023-07-24
Matt Targett,NEW,171,832.1124761307257,Matt Targett,,D,402,2023-07-24
Marc Cucurella,CHE,172,809.925001951146,Marc Cucurella,,D,259,2023-07-24
Thiago Nascimento,LIV,173,710.1465508052405,Thiago,,M,354,2023-07-24
Benson Manuel,BUR,89,1398.6265109920425,Benson Manuel,,M,761,2023-07-24
Jay Rodriguez,BUR,166,937.4029939691529,Jay Rodriguez,,F,203,2023-07-24
Ivan Perisic,TOT,132,1110.9467582657273,Ivan Perisic,,M,703,2023-07-24
Emerson Aparecido Leite de Souza Junior,TOT,155,980.5134071874562,Emerson Royal,,D,705,2023-07-24
Anthony Martial,MUN,153,995.205738699732,Anthony Martial,,F,593,2023-07-24
Antonee Robinson,FUL,134,1103.8872381866065,Antonee Robinson,,D,716,2023-07-24
Emiliano Buendia,AVL,135,1102.2835794332022,Emiliano Buendia,,M,704,2023-07-24
Matty Cash,AVL,136,1088.9535418247722,Matty Cash,,D,624,2023-07-24
Levi Colwill,CHE,137,1083.229437506341,Levi Colwill,,D,507,2023-07-24
Rodrigo Bentancur,TOT,138,1080.74862491655,Rodrigo Bentancur,,M,683,2023-07-24
Ben White,ARS,139,1070.6029810092052,Ben White,,D,724,2023-07-24
Aaron Cresswell,WHU,140,1065.9716212989351,Aaron Cresswell,,D,643,2023-07-24
Odsonne Edouard,CRY,141,1060.6475737291735,Odsonne Edouard,,F,349,2023-07-24
Cristian Romero,TOT,154,982.0384794491204,Cristian Romero,,D,701,2023-07-24
Tom Lockyer,LUT,142,1060.4532688470513,Tom Lockyer,,D,645,2023-07-24
Benoit Badiashile,CHE,144,1052.0989780172583,Benoit Badiashile,,D,689,2023-07-24
Leon Bailey,AVL,145,1048.763700055454,Leon Bailey,,F,709,2023-07-24
Mateo Kovacic,MCI,146,1047.5757563558193,Mateo Kovacic,,M,652,2023-07-24
John McGinn,AVL,147,1033.6186070975534,John McGinn,,M,737,2023-07-24
Daniel Podence,WOL,148,1032.3593853409664,Daniel Podence,,F,716,2023-07-24
Ruben Santos Gato Alves Dias,MCI,149,1024.6614771668853,Ruben Dias,,D,724,2023-07-24
Amadou Onana,EVE,150,1020.0103702797528,Amadou Onana,,M,691,2023-07-24
Malo Gusto,CHE,151,1015.6612816541933,Malo Gusto,,D,322,2023-07-24
Manor Solomon,TOT,143,1054.6104948455327,Manor Solomon,,F,591,2023-07-24
Josh Brownhill,BUR,88,1424.328317522642,Josh Brownhill,,M,679,2023-07-24
Youri Tielemans,AVL,87,1426.060230356955,Youri Tielemans,,M,766,2023-07-24
Declan Rice,ARS,86,1429.5112831794818,Declan Rice,,M,803,2023-07-24
Pascal Gross,BHA,24,2135.3024449354857,Pascal Gross,,M,1097,2023-07-24
Jarrod Bowen,WHU,25,2125.882096886125,Jarrod Bowen,,M,1147,2023-07-24
Morgan Gibbs-White,NOT,26,2106.255947048116,Morgan Gibbs-White,,M,1158,2023-07-24
Darwin Nunez,LIV,27,2084.8607870506507,Darwin Nunez,,F,983,2023-07-24
Michael Olise,CRY,28,2059.598667342619,Michael Olise,,M,1128,2023-07-24
Dejan Kulusevski,TOT,29,2046.054720857184,Dejan Kulusevski,,M,1004,2023-07-24
Luis Diaz,LIV,30,2045.165072597469,Luis Diaz,,F,1137,2023-07-24
Dominik Szoboszlai,LIV,31,2027.9423570956076,Dominik Szoboszlai,,M,1064,2023-07-24
Alexander Isak,NEW,23,2160.6483034617527,Alexander Isak,,F,1173,2023-07-24
Reece James,CHE,32,2006.0378511398064,Reece James,,D,977,2023-07-24
Bryan Mbeumo,BRF,34,1982.6737158832311,Bryan Mbeumo,,F,902,2023-07-24
Pervis Estupinan,BHA,35,1978.5205900853116,Pervis Estupinan,,D,856,2023-07-24
Lucas Paqueta,WHU,36,1976.4480498460107,Lucas Paqueta,,M,951,2023-07-24
Raheem Sterling,CHE,37,1947.6075703281288,Raheem Sterling,,F,830,2023-07-24
Pedro Porro,TOT,38,1909.8898587323126,Pedro Porro,,D,793,2023-07-24
Luke Shaw,MUN,39,1905.775430812879,Luke Shaw,,D,853,2023-07-24
Ben Chilwell,CHE,40,1895.8551877797274,Ben Chilwell,,D,820,2023-07-24
Julian Alvarez,MCI,41,1894.2077750690976,Julian Alvarez,,F,771,2023-07-24
Cody Gakpo,LIV,33,1985.563341240451,Cody Gakpo,,F,888,2023-07-24
Andrew Robertson,LIV,42,1884.8325892518944,Andrew Robertson,,D,812,2023-07-24
Dwight McNeil,EVE,22,2162.2819583297783,Dwight McNeil,,M,1173,2023-07-24
Ollie Watkins,AVL,20,2247.314010324269,Ollie Watkins,,F,1143,2023-07-24
Erling Haaland,MCI,2,3174.9953699809807,Erling Haaland,,F,766,2023-07-24
Harry Kane,TOT,3,2933.693738706633,Harry Kane,,F,811,2023-07-24
Mohamed Ghaly,LIV,4,2916.319347252503,Mohamed Salah,,F,881,2023-07-24
Kevin De Bruyne,MCI,5,2860.965211244881,Kevin De Bruyne,,M,891,2023-07-24
Bukayo Saka,ARS,6,2841.0516913133915,Bukayo Saka,,M,915,2023-07-24
Trent Alexander-Arnold,LIV,7,2742.9118499726906,Trent Alexander-Arnold,,D,1015,2023-07-24
Martin Odegaard,ARS,8,2642.7708384647362,Martin Odegaard,,M,1125,2023-07-24
Kieran Trippier,NEW,9,2600.7610146010848,Kieran Trippier,,D,1122,2023-07-24
Christopher Nkunku,CHE,21,2239.134412832802,Christopher Nkunku,,F,1120,2023-07-24
Gabriel Jesus,ARS,10,2574.2601899778224,Gabriel Jesus,,F,1163,2023-07-24
Marcus Rashford,MUN,12,2493.128576128968,Marcus Rashford,,F,1201,2023-07-24
Heung Min Son,TOT,13,2476.281441737668,Son Heung-Min,,F,1139,2023-07-24
Gabriel Silva,ARS,14,2466.885845005919,Gabriel Martinelli,,M,1138,2023-07-24
Phil Foden,MCI,15,2443.4853237289994,Phil Foden,,M,1182,2023-07-24
Jack Grealish,MCI,16,2363.309745694301,Jack Grealish,,M,1189,2023-07-24
Kaoru Mitoma,BHA,17,2332.4586184303744,Kaoru Mitoma,,M,1126,2023-07-24
Eberechi Eze,CRY,18,2301.9450892338323,Eberechi Eze,,M,1129,2023-07-24
Solly March,BHA,19,2283.4466823766697,Solly March,,M,1190,2023-07-24
James Maddison,TOT,11,2507.6002743471804,James Maddison,,M,1168,2023-07-24
Joelinton Cassio Apolinario de Lira,NEW,43,1866.5170569168265,Joelinton,,M,866,2023-07-24
Bruno Miguel Borges Fernandes,MUN,1,3186.3920951377063,Bruno Fernandes,,M,771,2023-07-24
Said Benrahma,WHU,45,1823.3844309304334,Said Benrahma,,M,819,2023-07-24
Jose Diogo Dalot Teixeira,MUN,68,1613.2583388117434,Diogo Dalot,,D,815,2023-07-24
Willian,FUL,69,1612.7418478580653,Willian,,F,838,2023-07-24
Dango Ouattara,BOU,70,1611.5073038939584,Dango Ouattara,,F,793,2023-07-24
Casemiro,MUN,71,1564.9920674620705,Casemiro,,M,814,2023-07-24
Bruno Moura,NEW,72,1561.1051457711033,Bruno Guimaraes,,M,816,2023-07-24
Bernardo Mota Veiga de Carvalho e Silva,MCI,73,1557.5513093652426,Bernardo Silva,,M,712,2023-07-24
Jadon Sancho,MUN,74,1551.8867931608945,Jadon Sancho,,M,783,2023-07-24
Diogo Jose Teixeira da Silva,LIV,44,1837.957852818809,Diogo Jota,,F,911,2023-07-24
Antony Matheus dos Santos,MUN,67,1624.6152839356994,Antony,,F,810,2023-07-24
Nicolas Jackson,CHE,76,1511.1561481843203,Nicolas Jackson,,F,698,2023-07-24
Ivan Toney,BRF,78,1498.7226701414083,Ivan Toney,,F,772,2023-07-24
Jacob Ramsey,AVL,79,1464.7234141474219,Jacob Ramsey,,M,852,2023-07-24
Evan Ferguson,BHA,80,1455.4075354316044,Evan Ferguson,,F,692,2023-07-24
Douglas Luiz Soares de Paulo,AVL,81,1450.2691757104535,Douglas Luiz,,M,829,2023-07-24
Dominic Solanke,BOU,82,1445.804106040701,Dominic Solanke,,F,712,2023-07-24
Harry Wilson,FUL,83,1442.2520433466593,Harry Wilson,,M,741,2023-07-24
Matt Doherty,WOL,84,1436.5015979468012,Matt Doherty,,D,84,2023-07-24
Mykhailo Mudryk,CHE,85,1434.1938524723682,Mykhailo Mudryk,,M,673,2023-07-24
Rodrigo Hernandez Cascante,MCI,77,1509.810927857864,Rodri,,M,837,2023-07-24
Hamed Traore,BOU,66,1635.751130879327,Hamed Traore,,M,766,2023-07-24
Iliman Ndiaye,SHU,75,1524.2173884150336,Iliman Ndiaye,,M,719,2023-07-24
Leandro Trossard,ARS,64,1639.5826138749414,Leandro Trossard,,M,807,2023-07-24
Moussa Diaby,AVL,65,1635.8632306628367,Moussa Diaby,,M,78,2023-07-24
Mason Mount,MUN,46,1814.7729861390783,Mason Mount,,M,932,2023-07-24
Ethan Pinnock,BRF,47,1814.2060164529025,Ethan Pinnock,,D,819,2023-07-24
James Tarkowski,EVE,48,1807.8448385278605,James Tarkowski,,D,806,2023-07-24
Aleksandar Mitrovic,FUL,49,1803.638759219673,Aleksandar Mitrovic,,F,960,2023-07-24
Harvey Barnes,NEW,50,1772.4015865049435,Harvey Barnes,,M,97,2023-07-24
Alex Iwobi,EVE,52,1736.461367580639,Alex Iwobi,,M,828,2023-07-24
Ben Mee,BRF,53,1726.9113588676114,Ben Mee,,D,827,2023-07-24
Fabian Schar,NEW,54,1726.3460884085239,Fabian Schar,,D,808,2023-07-24
Alexis Mac Allister,LIV,51,1771.0215340046343,Alexis Mac Allister,,M,806,2023-07-24
Marcus Tavernier,BOU,56,1699.6212567378275,Marcus Tavernier,,M,844,2023-07-24
Kai Havertz,ARS,55,1711.0791279337375,Kai Havertz,,F,817,2023-07-24
Julio Enciso,BHA,62,1646.9957383694225,Julio Enciso,,F,818,2023-07-24
Andreas Hugo Hoelgebaum Pereira,FUL,61,1658.8912812971616,Andreas Pereira,,M,837,2023-07-24
Alexandre Moreno Lopera,AVL,60,1659.8845846797049,Alex Moreno,,D,808,2023-07-24
Noni Madueke,CHE,63,1640.0058030465975,Noni Madueke,,F,727,2023-07-24
Callum Wilson,NEW,58,1689.7260395950739,Callum Wilson,,F,865,2023-07-24
Joao Pedro Junqueira de Jesus,BHA,57,1694.015559384787,Joao Pedro,,F,778,2023-07-24
Virgil van Dijk,LIV,59,1669.6636509520379,Virgil van Dijk,,D,790,2023-07-24
Sven Botman,NEW,117,1217.3063409880706,Sven Botman,,D,702,2023-07-25
Iyenoma Destiny Udogie,TOT,111,1246.941367585618,Destiny Udogie,,D,639,2023-07-25
Oleksandr Zinchenko,ARS,112,1243.8194904792165,Oleksandr Zinchenko,,D,719,2023-07-25
Anass Zaroury,BUR,113,1235.589190091824,Anass Zaroury,,M,730,2023-07-25
Demarai Gray,EVE,114,1234.339606762742,Demarai Gray,,M,725,2023-07-25
Danny Welbeck,BHA,115,1225.1984028311658,Danny Welbeck,,F,723,2023-07-25
Felipe Augusto de Almeida Monteiro,NOT,116,1219.272366990162,Felipe,,D,396,2023-07-25
Kevin Schade,BRF,118,1212.4102631849053,Kevin Schade,,M,738,2023-07-25
Milos Kerkez,BOU,128,1160.1501775346844,Milos Kerkez,,D,96,2023-07-25
Oliver McBurnie,SHU,120,1186.7067244592602,Oliver McBurnie,,F,712,2023-07-25
Enzo Fernandez,CHE,121,1185.7871398669874,Enzo Fernandez,,M,729,2023-07-25
Anthony Gordon,NEW,122,1180.6276394907945,Anthony Gordon,,M,704,2023-07-25
Serge Aurier,NOT,123,1179.2493911951378,Serge Aurier,,D,620,2023-07-25
Gabriel Magalhaes,ARS,124,1175.8423571627955,Gabriel Magalhaes,,D,711,2023-07-25
Dan Burn,NEW,125,1173.1593735906636,Dan Burn,,D,718,2023-07-25
John Stones,MCI,126,1169.2718632483925,John Stones,,D,758,2023-07-25
Christian Norgaard,BRF,127,1161.2151629243428,Christian Norgaard,,M,743,2023-07-25
Tomas Soucek,WHU,119,1198.9903020989325,Tomas Soucek,,M,741,2023-07-25
Pedro Neto,WOL,110,1252.0858803155386,Pedro Neto,,F,706,2023-07-25
Brennan Johnson,NOT,89,1395.9431059117637,Brennan Johnson,,F,687,2023-07-25
Oliver Norwood,SHU,108,1261.2925203644259,Oliver Norwood,,M,702,2023-07-25
Christian Eriksen,MUN,129,1149.1182868529047,Christian Eriksen,,M,704,2023-07-25
Joe Willock,NEW,90,1380.0946674293602,Joe Willock,,M,755,2023-07-25
Dominic Calvert-Lewin,EVE,91,1375.174723645354,Dominic Calvert-Lewin,,F,747,2023-07-25
Benson Manuel,BUR,92,1370.7061481209664,Benson Manuel,,M,767,2023-07-25
Philip Billing,BOU,93,1360.0066554080377,Philip Billing,,M,707,2023-07-25
Justin Kluivert,BOU,94,1345.9404063368595,Justin Kluivert,,M,735,2023-07-25
Abdoulaye Doucoure,EVE,95,1345.661824295188,Abdoulaye Doucoure,,M,719,2023-07-25
Ibrahima Konate,LIV,96,1328.2671547775544,Ibrahima Konate,,D,718,2023-07-25
Sandro Tonali,NEW,97,1326.579991720694,Sandro Tonali,,M,700,2023-07-25
Mathias Jensen,BRF,98,1314.2280523696236,Mathias Jensen,,M,670,2023-07-25
Kenny Tete,FUL,99,1304.839292812195,Kenny Tete,,D,691,2023-07-25
Miguel Almiron,NEW,100,1304.5084169491192,Miguel Almiron,,M,687,2023-07-25
Conor Gallagher,CHE,101,1299.1060765827247,Conor Gallagher,,M,702,2023-07-25
Moises Caicedo,BHA,102,1297.7094135223385,Moises Caicedo,,M,690,2023-07-25
Michael Keane,EVE,103,1293.7619508660105,Michael Keane,,D,762,2023-07-25
Richarlison Andrade,TOT,104,1292.3481344418606,Richarlison,,F,716,2023-07-25
Aaron Wan-Bissaka,MUN,105,1275.3159738810418,Aaron Wan-Bissaka,,D,702,2023-07-25
Carlton Morris,LUT,106,1264.356082619712,Carlton Morris,,F,713,2023-07-25
Alfie Doughty,LUT,107,1263.5730943610247,Alfie Doughty,,M,735,2023-07-25
Taiwo Awoniyi,NOT,109,1253.3216872779394,Taiwo Awoniyi,,F,644,2023-07-25
Antonee Robinson,FUL,130,1131.1023540094634,Antonee Robinson,,D,725,2023-07-25
Vladimir Coufal,WHU,151,1018.2990383514932,Vladimir Coufal,,D,678,2023-07-25
Emiliano Buendia,AVL,132,1121.7569937709998,Emiliano Buendia,,M,707,2023-07-25
Raphael Varane,MUN,156,986.6486456556296,Raphael Varane,,D,655,2023-07-25
Cristian Romero,TOT,157,983.5022510242572,Cristian Romero,,D,705,2023-07-25
John Egan,SHU,158,980.8253587710074,John Egan,,D,737,2023-07-25
Lisandro Martinez,MUN,159,970.7359584296457,Lisandro Martinez,,D,665,2023-07-25
Neco Williams,NOT,160,965.2450870904802,Neco Williams,,D,534,2023-07-25
Facundo Buonanotte,BHA,161,952.7052679021533,Facundo Buonanotte,,M,509,2023-07-25
Curtis Jones,LIV,162,951.8593093333686,Curtis Jones,,M,690,2023-07-25
Jurrien Timber,ARS,163,949.4793143009687,Jurrien Timber,,D,610,2023-07-25
Malo Gusto,CHE,155,990.4660993390283,Malo Gusto,,D,328,2023-07-25
Tanguy Ndombele,TOT,164,947.005682349049,Tanguy Ndombele,,M,344,2023-07-25
Jay Rodriguez,BUR,166,932.3604109132742,Jay Rodriguez,,F,205,2023-07-25
Sasa Kalajdzic,WOL,167,926.7905091050787,Sasa Kalajdzic,,F,587,2023-07-25
Charlie Taylor,BUR,168,916.1454102056784,Charlie Taylor,,D,601,2023-07-25
Armando Broja,CHE,169,891.3538898361733,Armando Broja,,F,269,2023-07-25
Nathan Ake,MCI,170,886.469374622983,Nathan Ake,,D,494,2023-07-25
Matt Targett,NEW,171,833.7847744246794,Matt Targett,,D,405,2023-07-25
Marc Cucurella,CHE,172,807.6809840234952,Marc Cucurella,,D,260,2023-07-25
Youri Tielemans,AVL,88,1405.8039050185087,Youri Tielemans,,M,770,2023-07-25
Jack Robinson,SHU,165,940.7184295275276,Jack Robinson,,D,68,2023-07-25
Thiago Nascimento,LIV,173,707.3873795192851,Thiago,,M,357,2023-07-25
Alejandro Garnacho Ferreyra,MUN,154,994.6080425358772,Alejandro Garnacho Ferreyra,,M,659,2023-07-25
Emerson Aparecido Leite de Souza Junior,TOT,152,1001.5188874780847,Emerson Royal,,D,708,2023-07-25
Anel Ahmedhodzic,SHU,133,1099.8158444974117,Anel Ahmedhodzic,,D,722,2023-07-25
Levi Colwill,CHE,134,1097.4996266416638,Levi Colwill,,D,512,2023-07-25
Matty Cash,AVL,135,1096.1077378640164,Matty Cash,,D,630,2023-07-25
Ivan Perisic,TOT,136,1091.458938132571,Ivan Perisic,,M,709,2023-07-25
Aaron Cresswell,WHU,137,1087.9780305560028,Aaron Cresswell,,D,649,2023-07-25
Rodrigo Bentancur,TOT,138,1087.3873704240953,Rodrigo Bentancur,,M,684,2023-07-25
Ben White,ARS,139,1072.58274269595,Ben White,,D,730,2023-07-25
John McGinn,AVL,140,1063.79625039741,John McGinn,,M,743,2023-07-25
Anthony Martial,MUN,153,1000.071092713452,Anthony Martial,,F,596,2023-07-25
Arnaut Danjuma,EVE,141,1050.0,Arnaut Danjuma Groeneveld,,F,0,2023-07-25
Amadou Onana,EVE,143,1040.3850617740438,Amadou Onana,,M,699,2023-07-25
Tom Lockyer,LUT,144,1040.1035104700024,Tom Lockyer,,D,653,2023-07-25
Mateo Kovacic,MCI,145,1039.4693078067378,Mateo Kovacic,,M,656,2023-07-25
Manor Solomon,TOT,146,1033.7061672951247,Manor Solomon,,F,596,2023-07-25
Benoit Badiashile,CHE,147,1030.8220044555276,Benoit Badiashile,,D,693,2023-07-25
Ruben Santos Gato Alves Dias,MCI,148,1023.6589411538761,Ruben Dias,,D,727,2023-07-25
Daniel Podence,WOL,149,1022.6999463006433,Daniel Podence,,F,718,2023-07-25
Leon Bailey,AVL,150,1022.1917200067984,Leon Bailey,,F,713,2023-07-25
Odsonne Edouard,CRY,142,1041.8797787535582,Odsonne Edouard,,F,357,2023-07-25
Matt Doherty,WOL,87,1417.405437890967,Matt Doherty,,D,89,2023-07-25
Yoane Wissa,BRF,131,1125.4811884938072,Yoane Wissa,,F,645,2023-07-25
Declan Rice,ARS,85,1434.4430753525016,Declan Rice,,M,808,2023-07-25
Morgan Gibbs-White,NOT,24,2129.936261332805,Morgan Gibbs-White,,M,1168,2023-07-25
Dwight McNeil,EVE,25,2129.765028517178,Dwight McNeil,,M,1179,2023-07-25
Darwin Nunez,LIV,26,2122.557660561307,Darwin Nunez,,F,992,2023-07-25
Jarrod Bowen,WHU,27,2081.371473857448,Jarrod Bowen,,M,1158,2023-07-25
Dejan Kulusevski,TOT,28,2080.591166445969,Dejan Kulusevski,,M,1013,2023-07-25
Luis Diaz,LIV,29,2077.0392587654683,Luis Diaz,,F,1145,2023-07-25
Michael Olise,CRY,30,2073.960763075041,Michael Olise,,M,1140,2023-07-25
Reece James,CHE,31,1990.0604586532468,Reece James,,D,987,2023-07-25
Dominik Szoboszlai,LIV,32,1984.1126421487281,Dominik Szoboszlai,,M,1071,2023-07-25
Cody Gakpo,LIV,33,1976.338823674548,Cody Gakpo,,F,893,2023-07-25
Lucas Paqueta,WHU,34,1974.1891294229295,Lucas Paqueta,,M,960,2023-07-25
Bryan Mbeumo,BRF,35,1970.5407193290428,Bryan Mbeumo,,F,911,2023-07-25
Pervis Estupinan,BHA,36,1966.3659065681848,Pervis Estupinan,,D,865,2023-07-25
Raheem Sterling,CHE,37,1938.2556384002173,Raheem Sterling,,F,834,2023-07-25
Julian Alvarez,MCI,38,1930.0899488288346,Julian Alvarez,,F,779,2023-07-25
Andrew Robertson,LIV,39,1920.1193977933374,Andrew Robertson,,D,821,2023-07-25
Luke Shaw,MUN,40,1914.1079484129853,Luke Shaw,,D,857,2023-07-25
Pascal Gross,BHA,23,2151.4689031131884,Pascal Gross,,M,1105,2023-07-25
Christopher Nkunku,CHE,21,2212.246264083788,Christopher Nkunku,,F,1128,2023-07-25
Ollie Watkins,AVL,20,2247.803839394572,Ollie Watkins,,F,1154,2023-07-25
Solly March,BHA,19,2277.043256254753,Solly March,,M,1197,2023-07-25
Erling Haaland,MCI,1,3189.0900975769764,Erling Haaland,,F,770,2023-07-25
Bruno Miguel Borges Fernandes,MUN,2,3176.612182825217,Bruno Fernandes,,M,775,2023-07-25
Mohamed Ghaly,LIV,3,2940.306421918368,Mohamed Salah,,F,889,2023-07-25
Harry Kane,TOT,4,2923.0703749879845,Harry Kane,,F,817,2023-07-25
Kevin De Bruyne,MCI,5,2853.8089917372527,Kevin De Bruyne,,M,896,2023-07-25
Bukayo Saka,ARS,6,2840.475323286999,Bukayo Saka,,M,920,2023-07-25
Trent Alexander-Arnold,LIV,7,2760.0294374701843,Trent Alexander-Arnold,,D,1025,2023-07-25
Martin Odegaard,ARS,8,2650.837701215911,Martin Odegaard,,M,1134,2023-07-25
Pedro Porro,TOT,41,1911.567773169943,Pedro Porro,,D,804,2023-07-25
Kieran Trippier,NEW,9,2591.122680642706,Kieran Trippier,,D,1131,2023-07-25
Marcus Rashford,MUN,11,2512.814826136513,Marcus Rashford,,F,1218,2023-07-25
James Maddison,TOT,12,2479.834705613829,James Maddison,,M,1175,2023-07-25
Gabriel Silva,ARS,13,2476.686347761125,Gabriel Martinelli,,M,1145,2023-07-25
Heung Min Son,TOT,14,2466.1333663700416,Son Heung-Min,,F,1144,2023-07-25
Phil Foden,MCI,15,2449.2476035241634,Phil Foden,,M,1190,2023-07-25
Jack Grealish,MCI,16,2389.222754131237,Jack Grealish,,M,1199,2023-07-25
Eberechi Eze,CRY,17,2309.044505337206,Eberechi Eze,,M,1137,2023-07-25
Kaoru Mitoma,BHA,18,2288.253220617308,Kaoru Mitoma,,M,1135,2023-07-25
Gabriel Jesus,ARS,10,2582.367476757918,Gabriel Jesus,,F,1171,2023-07-25
Ben Chilwell,CHE,42,1876.4152468362438,Ben Chilwell,,D,823,2023-07-25
Alexander Isak,NEW,22,2167.4220813857432,Alexander Isak,,F,1179,2023-07-25
Diogo Jose Teixeira da Silva,LIV,44,1853.2308901739925,Diogo Jota,,F,916,2023-07-25
Willian,FUL,67,1615.2769095130172,Willian,,F,843,2023-07-25
Casemiro,MUN,68,1607.6580172613571,Casemiro,,M,825,2023-07-25
Dango Ouattara,BOU,69,1597.816047482586,Dango Ouattara,,F,799,2023-07-25
Antony Matheus dos Santos,MUN,70,1594.2097706516904,Antony,,F,819,2023-07-25
Bruno Moura,NEW,71,1585.763141199807,Bruno Guimaraes,,M,820,2023-07-25
Jose Diogo Dalot Teixeira,MUN,72,1579.5397964813337,Diogo Dalot,,D,824,2023-07-25
Bernardo Mota Veiga de Carvalho e Silva,MCI,73,1577.6107921088367,Bernardo Silva,,M,719,2023-07-25
Nicolas Jackson,CHE,74,1560.5811315148223,Nicolas Jackson,,F,706,2023-07-25
Jadon Sancho,MUN,75,1543.9341132765064,Jadon Sancho,,M,786,2023-07-25
Rodrigo Hernandez Cascante,MCI,76,1538.8229753969956,Rodri,,M,843,2023-07-25
Jacob Ramsey,AVL,77,1505.1894139904384,Jacob Ramsey,,M,859,2023-07-25
Iliman Ndiaye,SHU,78,1490.7559966101223,Iliman Ndiaye,,M,727,2023-07-25
Evan Ferguson,BHA,79,1480.7603100951458,Evan Ferguson,,F,697,2023-07-25
Ivan Toney,BRF,80,1469.845173032021,Ivan Toney,,F,780,2023-07-25
Mykhailo Mudryk,CHE,81,1459.4527255942828,Mykhailo Mudryk,,M,678,2023-07-25
Dominic Solanke,BOU,82,1453.1685279746982,Dominic Solanke,,F,719,2023-07-25
Douglas Luiz Soares de Paulo,AVL,83,1440.4057042705438,Douglas Luiz,,M,836,2023-07-25
Harry Wilson,FUL,84,1438.6436659319345,Harry Wilson,,M,747,2023-07-25
Joelinton Cassio Apolinario de Lira,NEW,43,1856.284314771069,Joelinton,,M,874,2023-07-25
Hamed Traore,BOU,66,1617.3267939105567,Hamed Traore,,M,771,2023-07-25
Julio Enciso,BHA,65,1622.309056592794,Julio Enciso,,F,826,2023-07-25
Josh Brownhill,BUR,86,1422.1303504437421,Josh Brownhill,,M,681,2023-07-25
Said Benrahma,WHU,45,1831.6851977276226,Said Benrahma,,M,822,2023-07-25
Ethan Pinnock,BRF,46,1828.0676572482027,Ethan Pinnock,,D,825,2023-07-25
James Tarkowski,EVE,47,1814.7350381407427,James Tarkowski,,D,807,2023-07-25
Mason Mount,MUN,48,1802.8420231724624,Mason Mount,,M,937,2023-07-25
Aleksandar Mitrovic,FUL,49,1765.6684025127674,Aleksandar Mitrovic,,F,968,2023-07-25
Harvey Barnes,NEW,50,1758.1394696868551,Harvey Barnes,,M,108,2023-07-25
Leandro Trossard,ARS,64,1633.4613914711845,Leandro Trossard,,M,812,2023-07-25
Alex Iwobi,EVE,52,1742.487278433642,Alex Iwobi,,M,831,2023-07-25
Fabian Schar,NEW,53,1734.6059023150492,Fabian Schar,,D,812,2023-07-25
Ben Mee,BRF,54,1707.4121177185175,Ben Mee,,D,833,2023-07-25
Alexis Mac Allister,LIV,51,1751.2751484290618,Alexis Mac Allister,,M,809,2023-07-25
Kai Havertz,ARS,56,1693.6722381818079,Kai Havertz,,F,824,2023-07-25
Joao Pedro Junqueira de Jesus,BHA,57,1690.7048865686518,Joao Pedro,,F,784,2023-07-25
Marcus Tavernier,BOU,58,1683.1099805441918,Marcus Tavernier,,M,849,2023-07-25
Andreas Hugo Hoelgebaum Pereira,FUL,59,1666.643606915731,Andreas Pereira,,M,842,2023-07-25
Alexandre Moreno Lopera,AVL,60,1655.605428997615,Alex Moreno,,D,815,2023-07-25
Moussa Diaby,AVL,61,1655.421643093387,Moussa Diaby,,M,89,2023-07-25
Virgil van Dijk,LIV,62,1652.8625093210226,Virgil van Dijk,,D,799,2023-07-25
Noni Madueke,CHE,63,1651.6879234965213,Noni Madueke,,F,729,2023-07-25
Callum Wilson,NEW,55,1707.2349390115726,Callum Wilson,,F,870,2023-07-25
Gabriel Magalhaes,ARS,119,1195.4524841814764,Gabriel Magalhaes,,D,757,2023-07-26
Danny Welbeck,BHA,118,1198.5885664338984,Danny Welbeck,,F,770,2023-07-26
Emiliano Buendia,AVL,117,1211.3657792418526,Emiliano Buendia,,M,763,2023-07-26
Christian Eriksen,MUN,113,1227.3108559016855,Christian Eriksen,,M,749,2023-07-26
Anass Zaroury,BUR,115,1224.6485685308169,Anass Zaroury,,M,780,2023-07-26
Felipe Augusto de Almeida Monteiro,NOT,114,1226.6482909490817,Felipe,,D,451,2023-07-26
Pedro Neto,WOL,116,1219.1568515363542,Pedro Neto,,F,746,2023-07-26
Oliver McBurnie,SHU,120,1195.092989828945,Oliver McBurnie,,F,744,2023-07-26
Anthony Gordon,NEW,130,1147.3435512073468,Anthony Gordon,,M,756,2023-07-26
Dan Burn,NEW,122,1183.6012864697448,Dan Burn,,D,758,2023-07-26
John Stones,MCI,123,1175.8307338874588,John Stones,,D,803,2023-07-26
Enzo Fernandez,CHE,124,1173.1216576778013,Enzo Fernandez,,M,786,2023-07-26
Kevin Schade,BRF,125,1171.868752672206,Kevin Schade,,M,784,2023-07-26
Christian Norgaard,BRF,126,1171.712683347566,Christian Norgaard,,M,803,2023-07-26
Anel Ahmedhodzic,SHU,127,1164.158474806838,Anel Ahmedhodzic,,D,758,2023-07-26
