fantrax_name,fantrax_team,rank,score,name,team,position,matchup count,Date
Alexis Mac Allister,LIV,47,1935.9460239523544,Alexis Mac Allister,,M,392,2023-07-14
Andrew Robertson,LIV,48,1931.2549139782752,Andrew Robertson,,D,400,2023-07-14
James Tarkowski,EVE,49,1919.5020577358289,James Tarkowski,,D,401,2023-07-14
Diogo Jose Teixeira da Silva,LIV,50,1895.657211437012,Diogo Jota,,F,447,2023-07-14
Raheem Sterling,CHE,51,1885.3722421468467,Raheem Sterling,,F,391,2023-07-14
Kai Havertz,ARS,52,1885.2631553605795,Kai Havertz,,F,402,2023-07-14
Alex Iwobi,EVE,44,1983.24524459677,Alex Iwobi,,M,397,2023-07-14
Virgil van Dijk,LIV,54,1859.4274953399872,Virgil van Dijk,,D,371,2023-07-14
Julio Enciso,BHA,55,1849.1376815891506,Julio Enciso,,F,385,2023-07-14
Ben Mee,BRF,56,1844.2363940047962,Ben Mee,,D,409,2023-07-14
Casemiro,MUN,57,1837.3742425313226,Casemiro,,M,409,2023-07-14
Callum Wilson,NEW,58,1792.2906346798754,Callum Wilson,,F,387,2023-07-14
Bruno Moura,NEW,59,1771.1398826246402,Bruno Guimaraes,,M,397,2023-07-14
Jose Diogo Dalot Teixeira,MUN,60,1770.079472553653,Diogo Dalot,,D,398,2023-07-14
Julian Alvarez,MCI,61,1752.1813674237533,Julian Alvarez,,F,356,2023-07-14
Ben Chilwell,CHE,53,1884.5751340033128,Ben Chilwell,,D,384,2023-07-14
Harry Wilson,FUL,116,1226.8937683160566,Harry Wilson,,M,420,2023-07-15
Oleksandr Zinchenko,ARS,115,1227.917526819979,Oleksandr Zinchenko,,D,398,2023-07-15
Taiwo Awoniyi,NOT,111,1257.367497162938,Taiwo Awoniyi,,F,314,2023-07-15
Emiliano Buendia,AVL,113,1248.3275125226476,Emiliano Buendia,,M,364,2023-07-15
Richarlison Andrade,TOT,112,1248.8268762118855,Richarlison,,F,373,2023-07-15
Iyenoma Destiny Udogie,TOT,127,1082.3459413032672,Destiny Udogie,,D,321,2023-07-15
Enzo Fernandez,CHE,114,1233.3114645667488,Enzo Fernandez,,M,386,2023-07-15
Ivan Perisic,TOT,117,1190.0235080186228,Ivan Perisic,,M,383,2023-07-15
Gabriel Magalhaes,ARS,122,1154.2178102908827,Gabriel Magalhaes,,D,376,2023-07-15
Anthony Gordon,NEW,119,1180.7115815579646,Anthony Gordon,,M,387,2023-07-15
Aaron Wan-Bissaka,MUN,120,1180.0608152148739,Aaron Wan-Bissaka,,D,361,2023-07-15
Conor Gallagher,CHE,121,1159.5583126140054,Conor Gallagher,,M,386,2023-07-15
John McGinn,AVL,123,1120.4884876442752,John McGinn,,M,401,2023-07-15
Rodrigo Bentancur,TOT,124,1112.204773160219,Rodrigo Bentancur,,M,335,2023-07-15
Pedro Neto,WOL,125,1104.6730633526076,Pedro Neto,,F,374,2023-07-15
Ibrahima Konate,LIV,126,1095.5619329226404,Ibrahima Konate,,D,384,2023-07-15
Christian Norgaard,BRF,110,1264.9734045859648,Christian Norgaard,,M,396,2023-07-15
Demarai Gray,EVE,118,1185.1035750750648,Demarai Gray,,M,399,2023-07-15
Justin Kluivert,BOU,109,1271.7376058542156,Justin Kluivert,,M,382,2023-07-15
Oliver McBurnie,SHU,99,1357.537346116819,Oliver McBurnie,,F,389,2023-07-15
Alfie Doughty,LUT,107,1276.1690258125846,Alfie Doughty,,M,399,2023-07-15
Kevin Schade,BRF,128,1065.9688911130265,Kevin Schade,,M,398,2023-07-15
Moises Caicedo,BHA,89,1428.250725820483,Moises Caicedo,,M,378,2023-07-15
Nicolas Jackson,CHE,90,1417.0979203619725,Nicolas Jackson,,F,378,2023-07-15
Abdoulaye Doucoure,EVE,91,1410.1546522141275,Abdoulaye Doucoure,,M,397,2023-07-15
Dominic Calvert-Lewin,EVE,92,1408.9445156656725,Dominic Calvert-Lewin,,F,436,2023-07-15
Bernardo Mota Veiga de Carvalho e Silva,MCI,93,1407.5078539186645,Bernardo Silva,,M,387,2023-07-15
Philip Billing,BOU,94,1395.5029408707494,Philip Billing,,M,373,2023-07-15
Dan Burn,NEW,95,1391.6715548855084,Dan Burn,,D,392,2023-07-15
Oliver Norwood,SHU,108,1274.9175599598454,Oliver Norwood,,M,380,2023-07-15
Tomas Soucek,WHU,96,1381.3328190928785,Tomas Soucek,,M,409,2023-07-15
Brennan Johnson,NOT,98,1374.0532774417834,Brennan Johnson,,F,358,2023-07-15
Kenny Tete,FUL,100,1348.6893496197222,Kenny Tete,,D,394,2023-07-15
Sven Botman,NEW,101,1333.8404211412542,Sven Botman,,D,370,2023-07-15
Josh Brownhill,BUR,102,1331.3838841563552,Josh Brownhill,,M,354,2023-07-15
Michael Keane,EVE,103,1297.7792133890089,Michael Keane,,D,403,2023-07-15
Iliman Ndiaye,SHU,104,1297.4435905786922,Iliman Ndiaye,,M,360,2023-07-15
Christian Eriksen,MUN,105,1283.5522459153315,Christian Eriksen,,M,391,2023-07-15
Anass Zaroury,BUR,106,1281.7633115346555,Anass Zaroury,,M,381,2023-07-15
Carlton Morris,LUT,97,1374.8394489254526,Carlton Morris,,F,392,2023-07-15
Antonee Robinson,FUL,129,1060.1717312312492,Antonee Robinson,,D,390,2023-07-15
Mykhailo Mudryk,CHE,88,1448.3822083973596,Mykhailo Mudryk,,M,342,2023-07-15
Benoit Badiashile,CHE,131,1051.6495948853176,Benoit Badiashile,,D,359,2023-07-15
Lisandro Martinez,MUN,154,872.0424950752133,Lisandro Martinez,,D,359,2023-07-15
Manor Solomon,FUL,155,851.514954111792,Manor Solomon,,F,276,2023-07-15
Armando Broja,CHE,156,850.0564197881613,Armando Broja,,F,40,2023-07-15
Anthony Martial,MUN,157,843.1227595176474,Anthony Martial,,F,312,2023-07-15
Jurrien Timber,ARS,158,837.246848852177,Jurrien Timber,,D,324,2023-07-15
Nathan Ake,MCI,159,827.8245435333416,Nathan Ake,,D,284,2023-07-15
Charlie Taylor,BUR,160,819.7040494489687,Charlie Taylor,,D,319,2023-07-15
Levi Colwill,CHE,161,819.2614067562004,Levi Colwill,,D,249,2023-07-15
Alejandro Garnacho Ferreyra,MUN,153,877.8925982794283,Alejandro Garnacho Ferreyra,,M,377,2023-07-15
Jay Rodriguez,BUR,162,798.5026771259624,Jay Rodriguez,,F,50,2023-07-15
Neco Williams,NOT,164,785.3131759022542,Neco Williams,,D,278,2023-07-15
Matty Cash,AVL,165,782.8409432347611,Matty Cash,,D,313,2023-07-15
Facundo Buonanotte,BHA,166,771.6551082315407,Facundo Buonanotte,,M,245,2023-07-15
Thiago Nascimento,LIV,167,739.1942523119135,Thiago,,M,258,2023-07-15
Marc Cucurella,CHE,168,718.3205437858772,Marc Cucurella,,D,117,2023-07-15
Matt Targett,NEW,169,683.0905746155393,Matt Targett,,D,263,2023-07-15
Odsonne Edouard,CRY,170,682.1333850168418,Odsonne Edouard,,F,113,2023-07-15
Tanguy Ndombele,TOT,171,662.6835265276911,Tanguy Ndombele,,M,190,2023-07-15
Vladimir Coufal,WHU,163,786.971442948689,Vladimir Coufal,,D,342,2023-07-15
Anel Ahmedhodzic,SHU,130,1053.6898393978477,Anel Ahmedhodzic,,D,387,2023-07-15
Sasa Kalajdzic,WOL,152,878.9691015934703,Sasa Kalajdzic,,F,381,2023-07-15
Raphael Varane,MUN,150,886.7413886082958,Raphael Varane,,D,352,2023-07-15
Felipe Augusto de Almeida Monteiro,NOT,132,1044.11030028619,Felipe,,D,55,2023-07-15
John Stones,MCI,133,1033.0047509012227,John Stones,,D,396,2023-07-15
Ben White,ARS,134,1014.4050767324388,Ben White,,D,399,2023-07-15
John Egan,SHU,135,1012.2373179292133,John Egan,,D,408,2023-07-15
Danny Welbeck,BHA,136,1007.4550286881777,Danny Welbeck,,F,389,2023-07-15
Wesley Fofana,CHE,137,989.7969353127639,Wesley Fofana,,D,405,2023-07-15
Aaron Cresswell,WHU,138,986.1396173317064,Aaron Cresswell,,D,322,2023-07-15
Leon Bailey,AVL,139,983.9807200437867,Leon Bailey,,F,399,2023-07-15
Yoane Wissa,BRF,151,886.6803478491687,Yoane Wissa,,F,320,2023-07-15
Tom Lockyer,LUT,140,983.875307363777,Tom Lockyer,,D,336,2023-07-15
Mateo Kovacic,MCI,142,936.4028429088679,Mateo Kovacic,,M,376,2023-07-15
Daniel Podence,WOL,143,931.691690762778,Daniel Podence,,F,383,2023-07-15
Serge Aurier,NOT,144,920.581742684512,Serge Aurier,,D,274,2023-07-15
Cristian Romero,TOT,145,919.6312495352063,Cristian Romero,,D,398,2023-07-15
Emerson Aparecido Leite de Souza Junior,TOT,146,914.985073832298,Emerson Royal,,D,389,2023-07-15
Curtis Jones,LIV,147,914.2937744293724,Curtis Jones,,M,361,2023-07-15
Amadou Onana,EVE,148,911.8814956842996,Amadou Onana,,M,377,2023-07-15
Ruben Santos Gato Alves Dias,MCI,149,907.7415833994555,Ruben Dias,,D,384,2023-07-15
Malo Gusto,CHE,141,972.5701644103481,Malo Gusto,,D,48,2023-07-15
Wilfried Zaha,CRY,87,1478.7225198870997,Wilfried Zaha,,F,365,2023-07-15
Pedro Porro,TOT,47,1909.7087109800125,Pedro Porro,,D,425,2023-07-15
Mathias Jensen,BRF,85,1492.7934458321345,Mathias Jensen,,M,335,2023-07-15
Christopher Nkunku,CHE,23,2206.4566996936446,Christopher Nkunku,,F,638,2023-07-15
Ollie Watkins,AVL,24,2190.0041246889873,Ollie Watkins,,F,655,2023-07-15
Dwight McNeil,EVE,25,2159.639727780391,Dwight McNeil,,M,670,2023-07-15
Jarrod Bowen,WHU,26,2159.253770665017,Jarrod Bowen,,M,631,2023-07-15
Luis Diaz,LIV,27,2147.848093963989,Luis Diaz,,F,640,2023-07-15
Lucas Paqueta,WHU,28,2113.594727028913,Lucas Paqueta,,M,489,2023-07-15
Alexander Isak,NEW,29,2107.5397286513194,Alexander Isak,,F,660,2023-07-15
Dominik Szoboszlai,LIV,30,2090.4250691501143,Dominik Szoboszlai,,M,578,2023-07-15
Pascal Gross,BHA,22,2241.6493218931305,Pascal Gross,,M,620,2023-07-15
Darwin Nunez,LIV,31,2081.1837547747227,Darwin Nunez,,F,513,2023-07-15
Bryan Mbeumo,BRF,33,2057.7132474988503,Bryan Mbeumo,,F,502,2023-07-15
Ethan Pinnock,BRF,34,2048.5261544068285,Ethan Pinnock,,D,430,2023-07-15
Joelinton Cassio Apolinario de Lira,NEW,35,2021.1088450240243,Joelinton,,M,475,2023-07-15
Cody Gakpo,LIV,36,2014.0574278696465,Cody Gakpo,,F,495,2023-07-15
Reece James,CHE,37,2012.7698095536127,Reece James,,D,546,2023-07-15
Alexis Mac Allister,LIV,38,2006.1929837861774,Alexis Mac Allister,,M,429,2023-07-15
Aleksandar Mitrovic,FUL,39,2001.8085829440934,Aleksandar Mitrovic,,F,596,2023-07-15
Luke Shaw,MUN,40,1999.0628541302256,Luke Shaw,,D,478,2023-07-15
Mason Mount,MUN,32,2063.4280507124968,Mason Mount,,M,559,2023-07-15
Said Benrahma,WHU,41,1998.2312225816047,Said Benrahma,,M,452,2023-07-15
Morgan Gibbs-White,NOT,21,2246.9335018479574,Morgan Gibbs-White,,M,657,2023-07-15
Phil Foden,MCI,19,2335.6450590401832,Phil Foden,,M,664,2023-07-15
Erling Haaland,MCI,1,3067.8012787395423,Erling Haaland,,F,434,2023-07-15
Bruno Miguel Borges Fernandes,MUN,2,2986.8087750553314,Bruno Fernandes,,M,404,2023-07-15
Harry Kane,TOT,3,2908.7862010694184,Harry Kane,,F,453,2023-07-15
Kevin De Bruyne,MCI,4,2802.710733698216,Kevin De Bruyne,,M,508,2023-07-15
Bukayo Saka,ARS,5,2768.708118131128,Bukayo Saka,,M,518,2023-07-15
Mohamed Ghaly,LIV,6,2749.6811611471007,Mohamed Salah,,F,496,2023-07-15
Kieran Trippier,NEW,7,2645.393045753902,Kieran Trippier,,D,656,2023-07-15
Trent Alexander-Arnold,LIV,8,2614.300921071506,Trent Alexander-Arnold,,D,576,2023-07-15
Michael Olise,CRY,20,2293.2024010838954,Michael Olise,,M,612,2023-07-15
Martin Odegaard,ARS,9,2607.965464182703,Martin Odegaard,,M,638,2023-07-15
James Maddison,TOT,11,2460.388019232148,James Maddison,,M,635,2023-07-15
Gabriel Jesus,ARS,12,2429.774817432994,Gabriel Jesus,,F,647,2023-07-15
Solly March,BHA,13,2413.15598007638,Solly March,,M,680,2023-07-15
Marcus Rashford,MUN,14,2398.7678711020762,Marcus Rashford,,F,686,2023-07-15
Jack Grealish,MCI,15,2386.8839083929274,Jack Grealish,,M,681,2023-07-15
Kaoru Mitoma,BHA,16,2378.547654321744,Kaoru Mitoma,,M,641,2023-07-15
Heung Min Son,TOT,17,2358.162451707735,Son Heung-Min,,F,632,2023-07-15
Eberechi Eze,CRY,18,2337.559087481769,Eberechi Eze,,M,625,2023-07-15
Gabriel Silva,ARS,10,2506.2457788765,Gabriel Martinelli,,M,660,2023-07-15
Dejan Kulusevski,TOT,42,1996.2310381295251,Dejan Kulusevski,,M,553,2023-07-15
Evan Ferguson,BHA,86,1483.795140161307,Evan Ferguson,,F,370,2023-07-15
Andrew Robertson,LIV,44,1958.03720062562,Andrew Robertson,,D,450,2023-07-15
Jacob Ramsey,AVL,67,1670.0168537656912,Jacob Ramsey,,M,476,2023-07-15
Douglas Luiz Soares de Paulo,AVL,68,1660.6322740284286,Douglas Luiz,,M,454,2023-07-15
Ivan Toney,BRF,69,1653.931587757634,Ivan Toney,,F,417,2023-07-15
Allan Saint-Maximin,NEW,70,1643.8372658767844,Allan Saint-Maximin,,M,436,2023-07-15
Leandro Trossard,ARS,71,1640.62282886863,Leandro Trossard,,M,446,2023-07-15
Hamed Traore,BOU,72,1640.0800737318466,Hamed Traore,,M,397,2023-07-15
Benson Manuel,BUR,73,1625.7151814734948,Benson Manuel,,M,399,2023-07-15
Antony Matheus dos Santos,MUN,74,1612.557354564142,Antony,,F,451,2023-07-15
Alexandre Moreno Lopera,AVL,66,1672.09351075297,Alex Moreno,,D,428,2023-07-15
Willian,FUL,75,1607.8893356927188,Willian,,F,465,2023-07-15
Declan Rice,ARS,77,1590.6659531274195,Declan Rice,,M,456,2023-07-15
Riyad Mahrez,MCI,78,1576.765827678771,Riyad Mahrez,,F,387,2023-07-15
Jadon Sancho,MUN,79,1573.2825919179475,Jadon Sancho,,M,426,2023-07-15
Youri Tielemans,AVL,80,1555.1379708715149,Youri Tielemans,,M,445,2023-07-15
Sandro Tonali,NEW,81,1554.32557680398,Sandro Tonali,,M,369,2023-07-15
Miguel Almiron,NEW,82,1530.2252768897524,Miguel Almiron,,M,356,2023-07-15
Dominic Solanke,BOU,83,1524.6302062889483,Dominic Solanke,,F,366,2023-07-15
Pervis Estupinan,BHA,43,1983.5248673487479,Pervis Estupinan,,D,458,2023-07-15
Dango Ouattara,BOU,76,1594.9639032802088,Dango Ouattara,,F,440,2023-07-15
Callum Wilson,NEW,65,1683.8458625124265,Callum Wilson,,F,442,2023-07-15
Noni Madueke,CHE,84,1497.4300897336166,Noni Madueke,,F,371,2023-07-15
Joao Pedro Junqueira de Jesus,BHA,63,1691.1118004848036,Joao Pedro,,F,411,2023-07-15
Marcus Tavernier,BOU,64,1690.4532815042794,Marcus Tavernier,,M,448,2023-07-15
Alex Iwobi,EVE,46,1921.8217749966354,Alex Iwobi,,M,447,2023-07-15
Andreas Hugo Hoelgebaum Pereira,FUL,48,1905.796989871188,Andreas Pereira,,M,442,2023-07-15
Fabian Schar,NEW,49,1903.5454614836374,Fabian Schar,,D,424,2023-07-15
Kai Havertz,ARS,50,1889.0829820304339,Kai Havertz,,F,444,2023-07-15
James Tarkowski,EVE,51,1878.4809982194029,James Tarkowski,,D,440,2023-07-15
Raheem Sterling,CHE,52,1870.089549363961,Raheem Sterling,,F,438,2023-07-15
Ben Chilwell,CHE,53,1865.7489907996871,Ben Chilwell,,D,430,2023-07-15
Diogo Jose Teixeira da Silva,LIV,45,1956.8273322142834,Diogo Jota,,F,501,2023-07-15
Ben Mee,BRF,55,1830.335942372741,Ben Mee,,D,452,2023-07-15
Virgil van Dijk,LIV,56,1815.4436236327515,Virgil van Dijk,,D,417,2023-07-15
Julio Enciso,BHA,57,1811.5902449045768,Julio Enciso,,F,438,2023-07-15
Bruno Moura,NEW,58,1781.670556040232,Bruno Guimaraes,,M,451,2023-07-15
Julian Alvarez,MCI,59,1776.756405753157,Julian Alvarez,,F,407,2023-07-15
Rodrigo Hernandez Cascante,MCI,60,1753.729487605768,Rodri,,M,457,2023-07-15
Jose Diogo Dalot Teixeira,MUN,62,1723.9095599110406,Diogo Dalot,,D,450,2023-07-15
Joe Willock,NEW,61,1731.4577580404887,Joe Willock,,M,407,2023-07-15
Casemiro,MUN,54,1850.7218555701959,Casemiro,,M,453,2023-07-15
Taiwo Awoniyi,NOT,115,1229.3743997340205,Taiwo Awoniyi,,F,378,2023-07-16
Demarai Gray,EVE,114,1241.9040264524092,Demarai Gray,,M,466,2023-07-16
Michael Keane,EVE,111,1253.4937170911082,Michael Keane,,D,468,2023-07-16
Dan Burn,NEW,112,1246.0619935923985,Dan Burn,,D,463,2023-07-16
Oleksandr Zinchenko,ARS,116,1226.2848924229293,Oleksandr Zinchenko,,D,464,2023-07-16
Christian Norgaard,BRF,110,1269.1179500241576,Christian Norgaard,,M,454,2023-07-16
Alfie Doughty,LUT,113,1244.4867496899471,Alfie Doughty,,M,466,2023-07-16
Anass Zaroury,BUR,117,1202.6228388667625,Anass Zaroury,,M,447,2023-07-16
Anthony Gordon,NEW,121,1166.0780387893162,Anthony Gordon,,M,454,2023-07-16
Ivan Perisic,TOT,119,1173.082034080254,Ivan Perisic,,M,449,2023-07-16
Kevin Schade,BRF,120,1171.8973539154026,Kevin Schade,,M,464,2023-07-16
Conor Gallagher,CHE,122,1158.7102139769818,Conor Gallagher,,M,439,2023-07-16
John McGinn,AVL,123,1156.8187113584775,John McGinn,,M,462,2023-07-16
Aaron Wan-Bissaka,MUN,124,1151.3479630387508,Aaron Wan-Bissaka,,D,425,2023-07-16
Pedro Neto,WOL,125,1133.6461624838946,Pedro Neto,,F,434,2023-07-16
Oliver Norwood,SHU,109,1272.9608198995504,Oliver Norwood,,M,447,2023-07-16
Anel Ahmedhodzic,SHU,127,1109.5800630953977,Anel Ahmedhodzic,,D,455,2023-07-16
Gabriel Magalhaes,ARS,118,1187.1812082147665,Gabriel Magalhaes,,D,441,2023-07-16
Rodrigo Bentancur,TOT,126,1115.4878936686723,Rodrigo Bentancur,,M,410,2023-07-16
Justin Kluivert,BOU,100,1329.3260661076731,Justin Kluivert,,M,450,2023-07-16
Oliver McBurnie,SHU,106,1297.3257319699926,Oliver McBurnie,,F,459,2023-07-16
Iliman Ndiaye,SHU,89,1420.914545849501,Iliman Ndiaye,,M,430,2023-07-16
Felipe Augusto de Almeida Monteiro,NOT,128,1097.1913671739073,Felipe,,D,125,2023-07-16
Carlton Morris,LUT,90,1401.2055521144086,Carlton Morris,,F,450,2023-07-16
Mathias Jensen,BRF,91,1390.3383869949635,Mathias Jensen,,M,396,2023-07-16
Bernardo Mota Veiga de Carvalho e Silva,MCI,92,1388.780366382927,Bernardo Silva,,M,446,2023-07-16
Philip Billing,BOU,93,1387.9953509468905,Philip Billing,,M,441,2023-07-16
Moises Caicedo,BHA,94,1373.3510232775452,Moises Caicedo,,M,440,2023-07-16
Mykhailo Mudryk,CHE,95,1362.2904913586815,Mykhailo Mudryk,,M,407,2023-07-16
Kenny Tete,FUL,96,1358.4782527240145,Kenny Tete,,D,456,2023-07-16
Emiliano Buendia,AVL,97,1351.911877883891,Emiliano Buendia,,M,432,2023-07-16
Josh Brownhill,BUR,98,1347.271696817592,Josh Brownhill,,M,415,2023-07-16
Nicolas Jackson,CHE,99,1344.7156805782024,Nicolas Jackson,,F,439,2023-07-16
Richarlison Andrade,TOT,101,1324.447002440681,Richarlison,,F,443,2023-07-16
Sven Botman,NEW,102,1318.4868173911098,Sven Botman,,D,435,2023-07-16
Enzo Fernandez,CHE,103,1312.5169328332304,Enzo Fernandez,,M,456,2023-07-16
Abdoulaye Doucoure,EVE,104,1300.4925765476928,Abdoulaye Doucoure,,M,453,2023-07-16
Harry Wilson,FUL,105,1300.16673838217,Harry Wilson,,M,475,2023-07-16
Tomas Soucek,WHU,107,1286.744638726942,Tomas Soucek,,M,478,2023-07-16
Ibrahima Konate,LIV,129,1095.9483075831004,Ibrahima Konate,,D,445,2023-07-16
Danny Welbeck,BHA,149,932.5119028312308,Danny Welbeck,,F,448,2023-07-16
Tom Lockyer,LUT,131,1067.0538073519424,Tom Lockyer,,D,396,2023-07-16
Neco Williams,NOT,154,919.6123780485119,Neco Williams,,D,324,2023-07-16
Sasa Kalajdzic,WOL,155,916.3054820219254,Sasa Kalajdzic,,F,445,2023-07-16
Matty Cash,AVL,156,908.7146507950013,Matty Cash,,D,360,2023-07-16
Vladimir Coufal,WHU,157,890.6090303685513,Vladimir Coufal,,D,405,2023-07-16
Levi Colwill,CHE,158,889.7489620904774,Levi Colwill,,D,298,2023-07-16
Jurrien Timber,ARS,159,878.9387663985442,Jurrien Timber,,D,387,2023-07-16
Manor Solomon,FUL,160,873.4446912922698,Manor Solomon,,F,328,2023-07-16
Alejandro Garnacho Ferreyra,MUN,161,845.4016490118411,Alejandro Garnacho Ferreyra,,M,439,2023-07-16
Cristian Romero,TOT,153,924.8121726268404,Cristian Romero,,D,456,2023-07-16
Armando Broja,CHE,162,836.7959505914365,Armando Broja,,F,109,2023-07-16
Nathan Ake,MCI,164,835.6461316376804,Nathan Ake,,D,343,2023-07-16
Anthony Martial,MUN,165,832.6144161754214,Anthony Martial,,F,373,2023-07-16
Odsonne Edouard,CRY,166,800.3231666029615,Odsonne Edouard,,F,136,2023-07-16
Jay Rodriguez,BUR,167,773.3175587535327,Jay Rodriguez,,F,97,2023-07-16
Matt Targett,NEW,168,721.3355298313421,Matt Targett,,D,287,2023-07-16
Thiago Nascimento,LIV,169,707.2300304163028,Thiago,,M,281,2023-07-16
Tanguy Ndombele,TOT,170,691.3618782534606,Tanguy Ndombele,,M,212,2023-07-16
Marc Cucurella,CHE,171,624.4941153272567,Marc Cucurella,,D,147,2023-07-16
Emerson Aparecido Leite de Souza Junior,TOT,163,836.1329952776023,Emerson Royal,,D,462,2023-07-16
Antonee Robinson,FUL,130,1082.9092262932506,Antonee Robinson,,D,458,2023-07-16
Wesley Fofana,CHE,152,925.1119014140537,Wesley Fofana,,D,474,2023-07-16
Facundo Buonanotte,BHA,150,929.8480869934152,Facundo Buonanotte,,M,274,2023-07-16
Iyenoma Destiny Udogie,TOT,132,1063.5330532601456,Destiny Udogie,,D,383,2023-07-16
Ben White,ARS,133,1057.5668749253036,Ben White,,D,452,2023-07-16
Mateo Kovacic,MCI,134,1039.8980629459281,Mateo Kovacic,,M,446,2023-07-16
Leon Bailey,AVL,135,1037.2113385046237,Leon Bailey,,F,465,2023-07-16
John Stones,MCI,136,1025.9339401556274,John Stones,,D,466,2023-07-16
Yoane Wissa,BRF,137,1018.6085136317863,Yoane Wissa,,F,385,2023-07-16
Daniel Podence,WOL,138,996.652231278537,Daniel Podence,,F,450,2023-07-16
Serge Aurier,NOT,139,987.105295618432,Serge Aurier,,D,347,2023-07-16
Charlie Taylor,BUR,151,928.7068169097681,Charlie Taylor,,D,374,2023-07-16
John Egan,SHU,140,972.4620469622037,John Egan,,D,479,2023-07-16
Aaron Cresswell,WHU,142,966.054516928732,Aaron Cresswell,,D,384,2023-07-16
Raphael Varane,MUN,143,959.565637787556,Raphael Varane,,D,423,2023-07-16
Lisandro Martinez,MUN,144,955.1614249850034,Lisandro Martinez,,D,427,2023-07-16
Curtis Jones,LIV,145,954.1947753632401,Curtis Jones,,M,424,2023-07-16
Ruben Santos Gato Alves Dias,MCI,146,953.371583343036,Ruben Dias,,D,452,2023-07-16
Malo Gusto,CHE,147,945.0924336016886,Malo Gusto,,D,119,2023-07-16
Amadou Onana,EVE,148,936.6334194112437,Amadou Onana,,M,437,2023-07-16
Miguel Almiron,NEW,88,1440.0297807606673,Miguel Almiron,,M,427,2023-07-16
Benoit Badiashile,CHE,141,968.468610838293,Benoit Badiashile,,D,428,2023-07-16
Sandro Tonali,NEW,87,1453.7303938962855,Sandro Tonali,,M,428,2023-07-16
Christian Eriksen,MUN,108,1274.5707312783845,Christian Eriksen,,M,450,2023-07-16
Brennan Johnson,NOT,86,1467.0020586361366,Brennan Johnson,,F,419,2023-07-16
Jarrod Bowen,WHU,23,2197.1068837460275,Jarrod Bowen,,M,736,2023-07-16
Dwight McNeil,EVE,24,2194.6978020565807,Dwight McNeil,,M,767,2023-07-16
Christopher Nkunku,CHE,25,2184.700071634642,Christopher Nkunku,,F,736,2023-07-16
Michael Olise,CRY,26,2155.981396261932,Michael Olise,,M,720,2023-07-16
Morgan Gibbs-White,NOT,27,2152.4486740364905,Morgan Gibbs-White,,M,751,2023-07-16
Dominik Szoboszlai,LIV,28,2150.9051180157157,Dominik Szoboszlai,,M,673,2023-07-16
Alexander Isak,NEW,29,2103.6634307312947,Alexander Isak,,F,758,2023-07-16
Dejan Kulusevski,TOT,30,2100.3141044977947,Dejan Kulusevski,,M,633,2023-07-16
Luis Diaz,LIV,21,2219.90477076068,Luis Diaz,,F,734,2023-07-16
Cody Gakpo,LIV,31,2098.9208821519155,Cody Gakpo,,F,563,2023-07-16
Darwin Nunez,LIV,33,2050.749689758285,Darwin Nunez,,F,605,2023-07-16
Andrew Robertson,LIV,34,2014.8053688982334,Andrew Robertson,,D,523,2023-07-16
Bryan Mbeumo,BRF,35,2010.6226060181823,Bryan Mbeumo,,F,587,2023-07-16
Aleksandar Mitrovic,FUL,36,1995.8501841211255,Aleksandar Mitrovic,,F,664,2023-07-16
Mason Mount,MUN,37,1991.024692235,Mason Mount,,M,638,2023-07-16
Lucas Paqueta,WHU,38,1973.8590721793648,Lucas Paqueta,,M,599,2023-07-16
Alexis Mac Allister,LIV,39,1971.2779193271729,Alexis Mac Allister,,M,506,2023-07-16
Pervis Estupinan,BHA,40,1970.694603670307,Pervis Estupinan,,D,541,2023-07-16
Reece James,CHE,32,2068.704358046932,Reece James,,D,607,2023-07-16
Ethan Pinnock,BRF,41,1957.5583408182824,Ethan Pinnock,,D,517,2023-07-16
Ollie Watkins,AVL,20,2270.804217239701,Ollie Watkins,,F,751,2023-07-16
Eberechi Eze,CRY,18,2318.303533362675,Eberechi Eze,,M,720,2023-07-16
Noni Madueke,CHE,85,1479.6500462043948,Noni Madueke,,F,443,2023-07-16
Erling Haaland,MCI,1,3085.061733945004,Erling Haaland,,F,487,2023-07-16
Harry Kane,TOT,2,3008.6633689722394,Harry Kane,,F,542,2023-07-16
Bruno Miguel Borges Fernandes,MUN,3,2957.600494108239,Bruno Fernandes,,M,479,2023-07-16
Mohamed Ghaly,LIV,4,2834.656139811053,Mohamed Salah,,F,572,2023-07-16
Kevin De Bruyne,MCI,5,2824.3698599339973,Kevin De Bruyne,,M,582,2023-07-16
Bukayo Saka,ARS,6,2810.039090562288,Bukayo Saka,,M,594,2023-07-16
Trent Alexander-Arnold,LIV,7,2663.216989781908,Trent Alexander-Arnold,,D,667,2023-07-16
Solly March,BHA,19,2286.7546907169212,Solly March,,M,781,2023-07-16
Kieran Trippier,NEW,8,2626.528814442572,Kieran Trippier,,D,736,2023-07-16
Gabriel Jesus,ARS,10,2492.7325547203063,Gabriel Jesus,,F,750,2023-07-16
Marcus Rashford,MUN,11,2487.4331991429613,Marcus Rashford,,F,785,2023-07-16
Phil Foden,MCI,12,2442.279861928997,Phil Foden,,M,757,2023-07-16
James Maddison,TOT,13,2442.256080823849,James Maddison,,M,738,2023-07-16
